,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,64.22998101039728,6.998426314969852,14.753417487170418,2.902181558130828,0.7825329502423605
1,0.1,64.83351194840844,10.108877537298895,20.819617393840335,2.9626277474438916,0.7960889339447021
2,0.2,65.48780717092522,11.986887279473407,24.833352787243484,3.0425799724503446,0.8092024922370911
3,0.30000000000000004,66.17782540846447,13.545197929670712,27.508496133575232,3.131961516148843,0.8221955498059591
4,0.4,67.93577377930697,13.473835332726047,28.225092178459892,3.233677864762395,0.8358891208966573
5,0.5,69.61663564404836,13.330529127850978,28.148946163476523,3.3518161867508796,0.8501819372177124
6,0.6000000000000001,72.14732923458739,11.579149491632302,27.796694915621277,3.4682287890804075,0.8614886005719503
7,0.7000000000000001,75.1236204335646,9.304178505762971,27.789298793805305,3.6183920265128298,0.8757020632425944
8,0.8,77.43433545791265,7.188707180800649,20.779708246120844,3.775303256497153,0.886997918287913
9,0.9,80.04211555455281,4.453975668216477,16.668344866036666,3.9792910719523746,0.8994032740592957
10,1.0,82.07456709346268,2.2281128947747066,13.614504451480315,4.225739730664013,0.9121452967325846
