,Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,HB,Isotonic,Beta abm,Beta am,Beta ab,CPCS,TransCal,HB TopLabel,TS,Cluster NN,Cluster LR,Cluster Ensem,CaliGen 0,CaliGen TS 0,CaliGen Ensem 0,CaliGen 0.1,CaliGen TS 0.1,CaliGen Ensem 0.1,CaliGen 0.2,CaliGen TS 0.2,CaliGen Ensem 0.2,CaliGen 0.3,CaliGen TS 0.3,CaliGen Ensem 0.3,CaliGen 0.4,CaliGen TS 0.4,CaliGen Ensem 0.4,CaliGen 0.5,CaliGen TS 0.5,CaliGen Ensem 0.5,CaliGen 0.6,CaliGen TS 0.6,CaliGen Ensem 0.6,CaliGen 0.7,CaliGen TS 0.7,CaliGen Ensem 0.7,CaliGen 0.8,CaliGen TS 0.8,CaliGen Ensem 0.8,CaliGen 0.9,CaliGen TS 0.9,CaliGen Ensem 0.9,CaliGen 1.0,CaliGen TS 1.0,CaliGen Ensem 1.0
18,Clipart,Art_RealWorld,False,False,Product,4.063061170793874,3.3188415446180075,3.1132435949171167,6.911835513745229,4.256202414249296,2.8537584280388835,2.8253671781406964,3.1136734612085646,3.138033631946139,3.147689726313961,3.5608615161001587,3.123987875133044,3.1124683243598943,3.1004582951220723,3.086676959960585,2.54002133909997,2.7991153880469293,2.6125439440050657,2.557863751613046,2.79039413840312,2.6759840384504345,2.5908561813371724,2.767616707926081,2.7258233163095342,2.623307364900642,2.7542660421861926,2.765203269036621,2.695341831167508,2.785332648135008,2.8268604380294997,2.7373960249414666,2.793943767146511,2.859801884927105,2.8199842394404118,2.861296641567061,2.9149080767277846,2.8969814666599034,2.9160217090550344,2.9645774129001903,2.9846593282580383,3.005568835003348,3.014738684488879,3.108662633664533,3.125227383296145,3.080752674208444,3.236261764102429,3.252788952400908,3.1472439196053696
19,Clipart,Art_RealWorld,False,True,RealWorld,4.117896263409888,3.3886154914061244,3.192592464841418,6.4668143901117885,3.63609876305968,2.7801494722483087,2.77388467933604,3.0945230159503407,3.2158426755762397,3.224946996948544,3.485057451576062,3.202653714190123,3.1463238249283707,3.1567999053649825,3.143565999782627,2.304420567158988,2.350687711036868,2.527516371395452,2.3752197980845224,2.372040346861854,2.6209263796003404,2.4421753219107627,2.398494138046797,2.690541540118217,2.498871103886631,2.4102663226241754,2.741737923962886,2.5975465130055087,2.498107626713288,2.8170149372273867,2.673363806318771,2.561147005030589,2.8672279048701013,2.7724393037464936,2.6798249517440174,2.9315744793350165,2.885252493337262,2.8155141230386422,2.9989356665588245,2.981342022096924,2.9368024875868053,3.053577238873209,3.1387195600675417,3.124719908179133,3.1372283469615616,3.297289574443363,3.3010028067514305,3.2186894844630856
20,Clipart,Art_Product,False,True,Art,5.330105457512377,4.219641723822418,3.7137652864677926,5.583567206320589,5.099834336150795,3.470704433815341,3.4873900798419752,3.877674152690081,3.8944165364333534,3.91711877155436,4.190986331016837,3.840255590103439,3.74154345511516,3.7078310810248247,3.745310348644417,3.052914030092372,3.246208319003297,3.229506435567186,3.084291191771743,3.254358461578879,3.2951941237323785,3.1316534985841256,3.272834040816152,3.3579959426103905,3.1727082661176103,3.271650607715357,3.397398930512525,3.2319019858144222,3.3067177162679178,3.4454200503814776,3.30597732706368,3.365366918139704,3.495869926670907,3.381747716255113,3.434131719053595,3.546569843120681,3.468449257774279,3.52689202317947,3.5993618351673557,3.5575548761487,3.614860677472689,3.650378156842296,3.66763406682834,3.720561083560624,3.709473178697309,3.8105325074143703,3.846214521181024,3.7875199083426554
21,Clipart,Art_Product,True,False,Clipart,0.5078855461282833,0.5884192137157874,0.5079015897631463,5.12743094488967,3.6078952661034167,0.4920685728443842,0.4920401868991156,0.5633839128673224,0.7501807691166191,0.729795952004419,0.6398435086221557,0.8120492745700817,0.7467232853412296,0.6988767588362564,0.7265141719671946,0.8385969128866098,0.6402633888463481,0.6831190220659524,0.8837223942471899,0.6359927150201075,0.7303570000097876,0.9330664157925174,0.6288486006507001,0.7733081981918319,0.984916788971424,0.6324203885072703,0.8102579585121056,1.0490665826479906,0.6812708829664189,0.8518917719901813,1.107520959967654,0.7149356754118708,0.8876486506178851,1.16480935552055,0.7892818916116725,0.9221905596687568,1.2053264306971805,0.859853065567548,0.9469237901271494,1.28090057254415,0.9751712482143656,0.9849018751903116,1.3461056283267214,1.1127387742137536,1.0179762686271612,1.4433712845759463,1.3386352239587342,1.0643190047397428
22,Clipart,Art_Product,False,True,Product,4.063061170793874,3.3188415446180075,3.1132435949171167,6.5118566245772325,3.980714656039997,2.7486413816773263,2.742360002140509,3.039151907932118,3.1436557672986765,3.1533197582450474,3.460047009484127,3.1241894211051404,3.09194646592694,3.0746649450503822,3.0783541419980387,2.034791391192074,2.0642721150356502,2.339543056045035,2.099777521694894,2.0769072376843924,2.4313171723894778,2.189567132956861,2.1297105249221127,2.520672180150986,2.2773984572511163,2.17176167261061,2.589299190722312,2.375868571520876,2.258121423602726,2.6628664291941417,2.4786718042999505,2.349356974660398,2.7298038258386064,2.595398379023373,2.4822662475191,2.8027996517634497,2.7173757085654886,2.631222510400985,2.873762530893885,2.8590713079325853,2.80270520245668,2.951291276638579,3.014760097739473,2.994589309750032,3.033148430216238,3.24009853598699,3.250293253343925,3.1491971104623824
23,Clipart,Art_Product,False,False,RealWorld,4.117896263409888,3.3886154914061244,3.192592464841418,6.551721840727609,3.887399779257869,2.834763979442764,2.8250713511091954,3.1525484536367925,3.221140537448278,3.230266009346822,3.5690891165529983,3.2028423468116003,3.150317791489239,3.142602339501574,3.1478234007177384,2.4411756242129483,2.5239027088101937,2.6021217714260776,2.482478299855115,2.5174058261687646,2.6749334315903037,2.533382980207913,2.5202505766693464,2.740377544023719,2.5912544313190504,2.5260929384409945,2.7911044851186704,2.6692827739136296,2.58880104555866,2.8515689865627367,2.745780407040008,2.641769456112839,2.9036107930994044,2.8389619148403407,2.744326868559304,2.9638117402882203,2.935386809756607,2.859856257331732,3.0208630893251884,3.0403810272792358,2.9867467120129265,3.0796619402104035,3.1600372111648327,3.132084868504386,3.1430441039229584,3.315409413206577,3.3164632927089928,3.225396709496625
24,Product,Clipart_RealWorld,False,False,Art,4.570934950300868,3.9701233088778833,3.315596141962532,6.643594202176321,5.196692932217855,3.30110111568717,3.3004593951767425,3.647080784567597,3.40384709283048,3.661970661871997,4.269263847674486,3.4083659933557287,3.357442771919954,3.369355579894971,3.3659583347746107,2.82590720729325,3.3360470502519077,2.875325052396472,2.8069084041183348,3.27015348898941,2.9229724373848955,2.83228591224961,3.259064405280026,2.971819054689865,2.88236882175114,3.245253873286333,3.0260054415778224,2.894331792576238,3.169679468968866,3.048522770051145,2.9533924045998603,3.2021919593746246,3.100430590855386,2.9821526080148297,3.155570596621756,3.1211809216532105,3.0718152351833883,3.228400662623264,3.1805300437982305,3.15703697949592,3.298216061695852,3.232475170894605,3.251212315547652,3.362863042289927,3.28594125832674,3.378496220697835,3.4638440868730305,3.35455256621402
25,Product,Clipart_RealWorld,False,True,Clipart,4.153580868538831,3.604606289568068,3.0718021550746224,6.013801124934502,4.193977318618876,2.9083227040123303,2.9156517489889517,3.135256089522234,3.1158063717580653,3.329454280128261,3.738070575507998,3.119109123539219,3.0948698932121763,3.0859264104806243,3.0928239820453247,2.0397973824454003,2.2367761246077884,2.34665072528338,2.0783220707003025,2.209257267318761,2.4152252545657524,2.165641894788109,2.260162153358933,2.496530721559451,2.2694390857588496,2.3312257194206323,2.576765099199618,2.3467256036973554,2.352328768650468,2.6344214794018965,2.4428221837489863,2.436475875423014,2.6998390570553554,2.5441291073807517,2.5288703913252517,2.760958931259885,2.680857875020243,2.6785790180579,2.841116738169221,2.790919412849844,2.7841148180334425,2.901388848633063,2.9344438786571843,2.936605027626105,2.97684683676214,3.088557722456195,3.1011389084661376,3.057256726817763
26,Product,Clipart_RealWorld,True,False,Product,0.0308776691729764,0.046954469680331,0.0238117851159436,1.290140292408111,3.0396278073704264,0.0847439376264554,0.0767345585057755,0.0780757070114423,0.16462757543629,0.0744116404674225,0.2240608710005228,0.1609695120478968,0.154983452815576,0.1617894575664215,0.1514806291636877,0.2838249214208684,0.1534031512760176,0.1434931246332294,0.2977671594337793,0.1373007950178332,0.1582193648474543,0.322769869235414,0.1267017657040812,0.1759418108415163,0.3245300824604463,0.1086146718762651,0.1825798583716357,0.3512253390028607,0.1073575208962607,0.1977495421946206,0.3582322903677821,0.1183178995336556,0.2050047454568992,0.371154194123298,0.1256027913029454,0.2128455949343327,0.3927203684435226,0.1522904571981649,0.2243566762963846,0.4029649033947381,0.1769836516803625,0.2313222567527249,0.4058208840784151,0.2136569928291195,0.2351942791588709,0.4283742289596237,0.2850310591566173,0.2456801054238239
27,Product,Clipart_RealWorld,False,True,RealWorld,2.795440419837349,2.479613600382071,2.28274745105527,6.528221666609577,2.8595153062602616,2.08661355957843,2.07527020583208,2.223703104109234,2.2838308817992528,2.3421042317904543,2.656063473736597,2.283402122218347,2.264349990125249,2.283817019792868,2.266473851235034,1.5686973862631477,1.6586571528373475,1.7209575740994816,1.6231850051871035,1.6847422876371243,1.791814508798144,1.674179436004697,1.682943865905597,1.850682023109743,1.726458863078756,1.689487537776296,1.8998105015908369,1.786584650045587,1.702999292113877,1.9471759314766228,1.859655956656579,1.775881038508896,1.9999689926511863,1.9227258252067492,1.816837600249896,2.039446073000642,2.019090248134313,1.920516674609036,2.098889024481733,2.1081680891989727,2.02252467453262,2.1503994322206217,2.213702289070608,2.146724147057354,2.2083219166587957,2.358308375173586,2.32267631893238,2.283583665869231
