Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,TS,Cluster NN,Cluster LR,Cluster Ensem,CPCS,TransCal,HB TopLabel
Art,Product_RealWorld,True,False,Art,19.719684267206198,23.13117631769973,24.810540202249953,19.910721945739233,19.511077958026238,13.994206504575937,21.8720900493999,23.399759613821182,23.108349968316276,2.842170943040401e-14
Art,Product_RealWorld,False,False,Clipart,4.524256619211772,6.874644970731045,12.878136263464736,11.705224491272222,9.12193362172617,11.137786933886858,8.85990322787366,10.862508370738187,6.883726729170665,4.915298353936143
Art,Product_RealWorld,False,True,Product,5.573547066440222,9.48028223330554,11.590733970144795,10.3866580497698,9.310134724019541,12.524682536660727,11.676861810369596,8.633570725514257,9.921147208098455,5.423823552008864
Art,Product_RealWorld,False,True,RealWorld,6.584688226698055,7.461144893954436,9.55123118577002,6.290800349868643,6.0208778945968024,9.489753905784651,5.460043980722953,6.387613948594642,7.932148511376801,6.3053524594338075
Art,Clipart_RealWorld,True,False,Art,19.719684267206198,23.13117631769973,24.810540202249953,22.62828118422178,8.019348919649367,2.681979154771062,11.115395320229545,24.045331092788576,17.603524717161235,1.4210854715202004e-14
Art,Clipart_RealWorld,False,True,Clipart,4.524256619211772,6.874644970731045,12.878136263464736,13.341646884011839,10.765076507743963,15.252177818733715,10.188623937124419,13.290263155182808,7.663994938978014,6.394034803608291
Art,Clipart_RealWorld,False,False,Product,5.573547066440222,9.48028223330554,11.590733970144795,12.702710771307027,7.412304295761258,8.686591690884917,11.008051392401535,9.932966092165728,8.615102044407864,17.283346988550516
Art,Clipart_RealWorld,False,True,RealWorld,6.584688226698055,7.461144893954436,9.55123118577002,6.836390502257696,7.19832465422524,5.570674746429368,7.990528470062181,5.6212296128619625,10.559773558248724,20.013966855489773
Art,Clipart_Product,True,False,Art,19.719684267206198,23.13117631769973,24.810540202249953,24.08602877002312,10.650235831728565,5.116483924913664,10.48198745404947,25.470054396904253,18.485424557785873,0.40259467346448136
Art,Clipart_Product,False,True,Clipart,4.524256619211772,6.874644970731045,12.878136263464736,14.607886694472816,16.36170276648183,13.884928810759236,15.151179684719917,11.46024271924954,9.929594976728577,7.816150293225145
Art,Clipart_Product,False,True,Product,5.573547066440222,9.48028223330554,11.590733970144795,9.880518692229531,9.890497230841271,7.89316530371283,9.775473646708656,10.561377701722515,12.65709192659709,5.78450104075808
Art,Clipart_Product,False,False,RealWorld,6.584688226698055,7.461144893954436,9.55123118577002,5.866385818293229,6.508501152537575,5.305035673590415,5.216014455895154,6.62233244677147,6.8042876654846065,9.10658423859577
