Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,TS,Cluster NN,Cluster LR,Cluster Ensem,CPCS,TransCal,HB TopLabel
Art,Product_RealWorld,True,False,Art,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.18547236990991212
Art,Product_RealWorld,False,False,Clipart,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,2.0375230060050864
Art,Product_RealWorld,False,True,Product,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.2877062748526096
Art,Product_RealWorld,False,True,RealWorld,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.620216034978052
Art,Clipart_RealWorld,True,False,Art,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.15842979517754777
Art,Clipart_RealWorld,False,True,Clipart,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.948332620473208
Art,Clipart_RealWorld,False,False,Product,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.458678506840615
Art,Clipart_RealWorld,False,True,RealWorld,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.711023085758927
Art,Clipart_Product,True,False,Art,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.1959591794226528,0.15842979517754777
Art,Clipart_Product,False,True,Clipart,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,1.864403389827426,2.0170275159253537
Art,Clipart_Product,False,True,Product,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.3539541201986065,2.359894065419039
Art,Clipart_Product,False,False,RealWorld,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6498181717995473,1.6347476869535562
Clipart,Product_RealWorld,False,False,Art,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.616663230236898
Clipart,Product_RealWorld,True,False,Clipart,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.3648287269390947
Clipart,Product_RealWorld,False,True,Product,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4857657958103638
Clipart,Product_RealWorld,False,True,RealWorld,2.112131624686303,2.112131624686303,2.112131624686303,2.112131624686303,2.112131624686303,2.112131624686303,2.112131624686303,2.112131624686303,2.112131624686303,2.203156826011258
Clipart,Art_RealWorld,False,True,Art,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.5404869360043267,1.6881646839097169
Clipart,Art_RealWorld,True,False,Clipart,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.40792156108742306,0.3756327994198604
Clipart,Art_RealWorld,False,False,Product,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.4898322053170954,1.6110555545976686
