,Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,HB,Isotonic,Beta abm,Beta am,Beta ab,CPCS,TransCal,HB TopLabel,TS,Cluster NN,Cluster LR,Cluster Ensem,CaliGen 0,CaliGen TS 0,CaliGen Ensem 0,CaliGen 0.1,CaliGen TS 0.1,CaliGen Ensem 0.1,CaliGen 0.2,CaliGen TS 0.2,CaliGen Ensem 0.2,CaliGen 0.3,CaliGen TS 0.3,CaliGen Ensem 0.3,CaliGen 0.4,CaliGen TS 0.4,CaliGen Ensem 0.4,CaliGen 0.5,CaliGen TS 0.5,CaliGen Ensem 0.5,CaliGen 0.6,CaliGen TS 0.6,CaliGen Ensem 0.6,CaliGen 0.7,CaliGen TS 0.7,CaliGen Ensem 0.7,CaliGen 0.8,CaliGen TS 0.8,CaliGen Ensem 0.8,CaliGen 0.9,CaliGen TS 0.9,CaliGen Ensem 0.9,CaliGen 1.0,CaliGen TS 1.0,CaliGen Ensem 1.0
0,Art,Product_RealWorld,True,False,Art,0.3600000000000022,0.3600000000000022,0.3600000000000022,16.69,70.0,0.3400000000000013,0.3400000000000013,0.3600000000000022,0.3600000000000022,0.3600000000000022,0.3600000000000015,0.3600000000000022,0.3600000000000022,0.3600000000000022,0.3600000000000022,21.33,21.33,1.4700000000000015,14.53,14.53,0.5599999999999994,10.23,10.23,0.529999999999999,8.459999999999996,8.459999999999996,0.3600000000000015,6.31,6.31,0.3500000000000014,3.700000000000004,3.700000000000004,0.3600000000000015,1.6599999999999997,1.6599999999999997,0.3600000000000022,1.66,1.66,0.3400000000000013,1.980000000000001,1.980000000000001,0.270000000000001,1.61,1.61,0.270000000000001,2.700000000000001,2.700000000000001,0.3800000000000018
1,Art,Product_RealWorld,False,False,Clipart,79.2,79.2,79.2,83.95,79.91,78.35,78.19999999999999,78.94,79.2,79.2,79.33,79.2,79.2,79.2,79.2,75.25999999999999,75.25999999999999,74.17999999999999,75.55999999999999,75.55999999999999,75.46000000000001,75.37,75.37,76.03999999999999,73.92999999999998,73.92999999999998,76.11000000000001,74.56,74.56,76.09,75.03999999999999,75.03999999999999,76.39000000000001,75.97999999999999,75.97999999999999,77.54,77.69,77.69,78.53,78.72,78.72,78.71000000000001,79.50999999999999,79.50999999999999,78.89999999999999,82.22,82.22,80.24
2,Art,Product_RealWorld,False,True,Product,71.83,71.83,71.83,75.9,70.15,68.78999999999999,69.14000000000001,71.53,71.83,71.83,71.16999999999999,71.83,71.83,71.83,71.83,40.79,40.79,46.74,40.830000000000005,40.830000000000005,51.06,42.330000000000005,42.330000000000005,54.05,44.03,44.03,56.42,46.11,46.11,59.3,48.59,48.59,61.42999999999999,52.78,52.78,64.47999999999999,59.34,59.34,66.78,64.67,64.67,68.74000000000001,68.92999999999998,68.92999999999998,70.61999999999999,73.85,73.85,72.82
3,Art,Product_RealWorld,False,True,RealWorld,56.49000000000001,56.49000000000001,56.49000000000001,64.74999999999999,59.85999999999999,55.2,55.05999999999999,56.34999999999999,56.49000000000001,56.49000000000001,56.1,56.49000000000001,56.49000000000001,56.49000000000001,56.49000000000001,46.42,46.42,45.59,45.13999999999999,45.13999999999999,45.99999999999999,44.89,44.89,47.56999999999999,46.08,46.08,49.38,45.69999999999999,45.69999999999999,49.790000000000006,46.77,46.77,50.69000000000001,48.760000000000005,48.760000000000005,52.2,51.49000000000001,51.49000000000001,53.23,53.45,53.45,54.38,56.13,56.13,55.36999999999999,59.59000000000001,59.59000000000001,57.03
4,Art,Clipart_RealWorld,True,False,Art,0.3600000000000022,0.3600000000000022,0.3600000000000022,20.369999999999997,70.52,0.3600000000000015,0.3600000000000015,2.760000000000003,0.3600000000000022,0.3600000000000022,0.3700000000000031,0.3600000000000022,0.3600000000000022,0.3600000000000022,0.3600000000000022,22.49,22.49,1.75,18.9,18.9,0.6599999999999987,11.94,11.94,0.3600000000000015,8.069999999999999,8.069999999999999,0.3500000000000014,5.9,5.9,0.3600000000000015,3.9200000000000026,3.9200000000000026,0.3400000000000013,2.800000000000002,2.800000000000002,0.3600000000000015,2.420000000000001,2.420000000000001,0.3600000000000022,2.610000000000003,2.610000000000003,0.3600000000000022,2.1,2.1,0.270000000000001,3.670000000000003,3.670000000000003,0.270000000000001
5,Art,Clipart_RealWorld,False,True,Clipart,79.2,79.2,79.2,82.47999999999999,78.13999999999999,77.07000000000001,76.61000000000001,79.21000000000001,79.2,79.2,78.58,79.2,79.2,79.2,79.2,55.13000000000001,55.13000000000001,60.65000000000001,55.42,55.42,61.84,56.98,56.98,66.1,56.94,56.94,67.86,59.34,59.34,69.84,62.42999999999999,62.42999999999999,72.63000000000001,65.0,65.0,74.13,70.46000000000001,70.46000000000001,75.98000000000002,75.2,75.2,77.28999999999999,79.37999999999998,79.37999999999998,78.91000000000001,81.76000000000002,81.76000000000002,80.45
6,Art,Clipart_RealWorld,False,False,Product,71.83,71.83,71.83,76.75999999999999,71.85,70.65,70.29,71.75000000000001,71.83,71.83,71.07000000000001,71.83,71.83,71.83,71.83,64.74,64.74,62.41,61.85,61.85,62.89,62.92,62.92,63.61,62.42999999999999,62.42999999999999,64.33,62.9,62.9,65.25,64.29999999999998,64.29999999999998,66.24999999999999,64.77000000000001,64.77000000000001,67.63000000000002,66.86,66.86,68.61,70.02000000000001,70.02000000000001,71.01,72.29,72.29,71.76000000000002,74.64,74.64,73.14000000000001
7,Art,Clipart_RealWorld,False,True,RealWorld,56.49000000000001,56.49000000000001,56.49000000000001,65.47999999999999,60.53,55.99000000000001,55.9,56.78,56.49000000000001,56.49000000000001,56.35,56.49000000000001,56.49000000000001,56.49000000000001,56.49000000000001,49.24,49.24,46.64999999999999,48.75000000000001,48.75000000000001,47.57,47.56,47.56,48.64,48.24,48.24,49.650000000000006,47.92,47.92,50.29,48.78,48.78,51.14,49.21999999999999,49.21999999999999,51.41,51.57000000000001,51.57000000000001,53.55,54.66,54.66,54.73,57.28,57.28,55.96,60.96,60.96,57.83
8,Art,Clipart_Product,True,False,Art,0.3600000000000022,0.3600000000000022,0.3600000000000022,31.360000000000007,78.70000000000002,0.3500000000000014,0.3500000000000014,7.289999999999997,0.3600000000000022,0.3600000000000022,0.3700000000000031,0.3600000000000022,0.3600000000000022,0.3600000000000022,0.3600000000000022,35.78999999999999,35.78999999999999,3.940000000000004,26.97000000000001,26.97000000000001,1.000000000000001,22.02,22.02,0.5299999999999997,16.490000000000002,16.490000000000002,0.3900000000000013,11.91,11.91,0.2800000000000018,7.389999999999998,7.389999999999998,0.3400000000000013,6.349999999999999,6.349999999999999,0.3500000000000014,5.620000000000003,5.620000000000003,0.3500000000000014,8.059999999999997,8.059999999999997,0.290000000000002,8.349999999999998,8.349999999999998,0.290000000000002,13.14,13.14,0.2900000000000012
9,Art,Clipart_Product,False,True,Clipart,79.2,79.2,79.2,83.13999999999999,77.71,76.86,76.51000000000002,79.08,79.2,79.2,78.23,79.2,79.2,79.2,79.2,55.17,55.17,58.89,57.18000000000001,57.18000000000001,62.89,57.02000000000002,57.02000000000002,65.03,58.73,58.73,66.96000000000001,60.04999999999999,60.04999999999999,69.98,63.580000000000005,63.580000000000005,72.39,67.13,67.13,73.52,71.08000000000001,71.08000000000001,75.61,75.65,75.65,77.88000000000001,79.9,79.9,79.32000000000001,81.99,81.99,80.09
10,Art,Clipart_Product,False,True,Product,71.83,71.83,71.83,78.16,72.01,69.53,69.12,72.12,71.83,71.83,70.77000000000001,71.83,71.83,71.83,71.83,41.63000000000001,41.63000000000001,45.96,41.38,41.38,48.63,41.37,41.37,51.14,41.96,41.96,54.2,44.28999999999999,44.28999999999999,57.09,47.67,47.67,60.58,53.08,53.08,64.08,59.81,59.81,66.76,65.3,65.3,68.82000000000001,72.03,72.03,72.01,76.88,76.88,74.09
11,Art,Clipart_Product,False,False,RealWorld,56.49000000000001,56.49000000000001,56.49000000000001,69.41999999999999,64.51,56.05,56.46,57.28000000000001,56.49000000000001,56.49000000000001,56.11999999999999,56.49000000000001,56.49000000000001,56.49000000000001,56.49000000000001,56.02,56.02,50.52999999999999,55.29,55.29,50.82,53.49000000000001,53.49000000000001,50.510000000000005,53.48,53.48,50.690000000000005,52.08,52.08,50.65,52.970000000000006,52.970000000000006,52.13,53.17,53.17,52.98,55.38999999999999,55.38999999999999,53.93000000000001,58.96,58.96,55.69999999999999,62.14,62.14,57.25,65.74999999999999,65.74999999999999,59.16000000000001
12,Clipart,Product_RealWorld,False,False,Art,80.57000000000001,80.57000000000001,80.57000000000001,83.72999999999999,81.08999999999999,80.11999999999999,80.32000000000002,80.75,80.57000000000001,80.57000000000001,80.00000000000001,80.57000000000001,80.57000000000001,80.57000000000001,80.57000000000001,77.32,77.32,76.44000000000001,76.95000000000002,76.95000000000002,75.78999999999999,76.53,76.53,76.27000000000001,75.42999999999999,75.42999999999999,76.78,76.12999999999998,76.12999999999998,77.86999999999999,76.71,76.71,78.41999999999999,78.41000000000001,78.41000000000001,79.17999999999999,78.64999999999999,78.64999999999999,79.76,81.38000000000001,81.38000000000001,80.92999999999999,82.00000000000001,82.00000000000001,81.21000000000001,83.64,83.64,81.95
