,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,64.74099588944786,6.589211085311116,15.148460710952266,2.896101102914418,0.7929131587346395
1,0.1,65.08361738612633,11.831238688397201,22.52658403951614,2.9771023542388697,0.8107519745826721
2,0.2,66.40660238739184,14.132562285267111,28.22038517800205,3.097961080339365,0.8313590884208679
3,0.30000000000000004,67.1461003634814,17.065568248689534,34.951643137896966,3.2379397949025557,0.8528356552124023
4,0.4,69.38839156017737,17.091914085490703,35.98632051542484,3.411207343820673,0.8733466863632202
5,0.5,71.7256118888524,16.584561176686318,37.02305422938949,3.5786896900532397,0.8906990885734558
6,0.6000000000000001,75.27732831102436,14.459807505240846,40.28699956022495,3.789212025045971,0.907370408376058
7,0.7000000000000001,79.68723079158858,11.157780010268018,39.415601129500125,4.010077986649484,0.9229633212089539
8,0.8,84.41601273370651,6.679629386970627,33.31761977186909,4.27627816622951,0.9363443454106649
9,0.9,87.55722972758804,3.604399479392764,29.22676437013512,4.548117537616968,0.9461383024851481
10,1.0,89.58582914504377,3.1561618213266756,26.37892817371831,4.87015611186158,0.9558961192766825
