,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,56.70147954743254,5.416333518786156,15.921588900977303,2.2741737143033203,0.7033261855443319
1,0.1,56.179286335944305,7.125725249254881,20.50002674261729,2.2930676421880087,0.7084542115529379
2,0.2,57.26718885987816,8.901815100518697,27.78422203514425,2.310204851923857,0.7169813712437948
3,0.3,57.09312445604874,10.62612461965301,25.48618917283949,2.346610492557191,0.7239139874776205
4,0.4,58.52915578764143,11.497796274676233,25.817945688870605,2.4244240952718976,0.7431881427764893
5,0.5,59.83463881636205,11.574233959293602,30.36787762080219,2.4641114051006046,0.7523446480433146
6,0.6,60.48738033072237,12.36133970566632,28.235036333401997,2.530712622737201,0.7633023460706075
7,0.7,62.75021758050479,10.778655334528993,27.388909220222445,2.6138599736718753,0.7778218388557434
8,0.8,63.92515230635335,10.254394583845004,26.908047296043133,2.6871055334300764,0.7907723784446716
9,0.9,65.88337684943428,8.437975996649712,26.39771877670387,2.778128369565314,0.8027660250663757
10,1.0,66.97127937336815,7.534331710988067,26.458424858981004,2.8692015951583545,0.8129102190335592
