,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,51.76683347205926,4.895532972322291,17.46142604220309,2.090948847252998,0.6547640562057495
1,0.1,51.07782803110581,5.2518574958483555,17.722091813404077,2.1035734287245975,0.6503449281056722
2,0.2,49.09532866902222,7.085350727908448,17.490580890164214,2.0521545287821312,0.6464085380236307
3,0.3,50.30202138719242,5.758961144444638,21.115700357979573,2.0479056762553145,0.6453077991803488
4,0.4,49.69825717892747,7.116073939420613,26.29371547874462,2.0352359393078117,0.6445503036181132
5,0.5,49.61251452722315,6.334317390607544,14.949193158395593,2.03077134859321,0.6452470620473226
6,0.6,50.000724271911736,6.493521326486409,21.70286376029253,2.0465318961805843,0.6518630186716715
7,0.7,50.77597378358532,6.89582233415652,21.9313010627926,2.0582933006747193,0.65830530722936
8,0.8,52.24106443457206,6.70694124624463,15.371158296954212,2.1023990799191505,0.6706038514773051
9,0.9,53.87897750634295,6.150891192063985,22.529030957757826,2.1756830692678286,0.6885979771614075
10,1.0,55.9059917343861,5.7098848000189975,19.342747905997076,2.293540506648194,0.7071338097254435
