,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,68.37573638894283,5.960684015372259,19.710112206573168,3.279770845103183,0.8132486740748087
1,0.1,68.5634751084353,8.629908921533966,24.285966584540017,3.306847496227757,0.8210178216298422
2,0.2,68.76416132582379,11.708386598775663,30.47231677563657,3.3688874867109244,0.8344702323277792
3,0.30000000000000004,69.67372305302,12.97960266094208,33.101203663682455,3.4517737620994544,0.8481449683507284
4,0.4,71.00084158736324,13.844358811829984,36.99496803574889,3.556763131452815,0.8640039165814718
5,0.5,72.60309445199715,13.717359745457303,38.24158479450143,3.656530182337279,0.8778973817825317
6,0.6000000000000001,74.77827409853046,12.88601966097008,38.794256540034354,3.7800392268099903,0.8921170830726624
7,0.7000000000000001,77.44869553958698,10.796093614449404,35.38048753260809,3.917901065691943,0.9042671124140421
8,0.8,80.35864569172007,8.294873500089446,34.25563031491472,4.065075101914679,0.9168780247370402
9,0.9,82.88664465592024,6.057557185518299,31.049121815326743,4.24836058779714,0.9280330340067545
10,1.0,85.11037741956368,3.752121525122243,23.256314834540955,4.4960337535824335,0.9391378959019979
