Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,TS,Cluster NN,Cluster LR,Cluster Ensem,CPCS,TransCal,HB TopLabel
Art,Product_RealWorld,True,False,Art,0.0017141523272021708,0.0016848366583137454,0.0017394460172495652,0.0017463554927868259,0.0017141523272021708,0.0017141523272021708,0.0016933822760301716,0.0018023163590113831,0.0017141523272021708,0.008318833472530334
Art,Product_RealWorld,False,False,Clipart,0.02387807994966232,0.017396595656310607,0.007667355729600125,0.013825606244957912,0.02387807994966232,0.02387807994966232,0.021071178413559658,0.012561936751117032,0.02387807994966232,0.020052716284365557
Art,Product_RealWorld,False,True,Product,0.03500018621444163,0.028388421120703874,0.021662251825974397,0.023820394730020775,0.03500018621444163,0.03500018621444163,0.03245663212776503,0.02221329893098105,0.03500018621444163,0.02432311007866356
Art,Product_RealWorld,False,True,RealWorld,0.02537244862319513,0.020988042813834432,0.01838763690208267,0.017959224324371945,0.02537244862319513,0.02537244862319513,0.02362113654426734,0.016801029150211786,0.02537244862319513,0.01636003593824504
Art,Clipart_RealWorld,True,False,Art,0.0017141523272021708,0.0016848366583137454,0.0017394460172495652,0.001855848426647859,0.0017141523272021708,0.0017141523272021708,0.0016905549175468188,0.0018993384657506203,0.0016834703517593563,0.006350733379267536
Art,Clipart_RealWorld,False,True,Clipart,0.02387807994966232,0.017396595656310607,0.007667355729600125,0.01165345686151049,0.02387807994966232,0.02387807994966232,0.02056308037809016,0.011021034470663646,0.018178585528886907,0.02150459614177003
Art,Clipart_RealWorld,False,False,Product,0.03500018621444163,0.028388421120703874,0.021662251825974397,0.021089646597516512,0.03500018621444163,0.03500018621444163,0.031948771652220764,0.02032415830722962,0.029329106067191635,0.026645833232479894
Art,Clipart_RealWorld,False,True,RealWorld,0.02537244862319513,0.020988042813834432,0.01838763690208267,0.015947776237188876,0.02537244862319513,0.02537244862319513,0.023284562817580498,0.015344410645153489,0.02159018608266555,0.02030916359585346
Art,Clipart_Product,True,False,Art,0.0017141523272021708,0.0016848366583137454,0.0017394460172495652,0.001913750901970278,0.0017141523272021708,0.0017141523272021708,0.0016896172753355077,0.001996300433994932,0.0017081321623927043,0.009510740885014574
Art,Clipart_Product,False,True,Clipart,0.02387807994966232,0.017396595656310607,0.007667355729600125,0.010825323407546347,0.02387807994966232,0.02387807994966232,0.02037941981457012,0.009793759751597077,0.023172804557273878,0.018710919980017306
Art,Clipart_Product,False,True,Product,0.03500018621444163,0.028388421120703874,0.021662251825974397,0.020089802597803956,0.03500018621444163,0.03500018621444163,0.031760958928223414,0.018869708021773193,0.034395494926822846,0.023947262226463824
Art,Clipart_Product,False,False,RealWorld,0.02537244862319513,0.020988042813834432,0.01838763690208267,0.01515614384629151,0.02537244862319513,0.02537244862319513,0.02316100845671023,0.014151291218629323,0.02494598906858271,0.018784603058171905
Clipart,Product_RealWorld,False,False,Art,0.018899384623731048,0.013695443293043345,0.007485254224060549,0.01156877415235984,0.018899384623731048,0.018899384623731048,0.01720150348008545,0.011815043796375088,0.017990223658575312,0.017354955518771777
Clipart,Product_RealWorld,True,False,Clipart,0.003057342708901324,0.0031484663543916076,0.003246627791104057,0.003467923128054249,0.003057342708901324,0.003057342708901324,0.0029995475106860863,0.003425188192600193,0.0030194727180966165,0.008432522122320478
Clipart,Product_RealWorld,False,True,Product,0.023102506987650543,0.015441677343652907,0.011618414489248649,0.01274746962857448,0.023102506987650543,0.023102506987650543,0.020440249714043093,0.013044174183581872,0.02165812754125559,0.018707452432098613
Clipart,Product_RealWorld,False,True,RealWorld,0.02269264964521399,0.01675855908420196,0.01499183342725682,0.015557341867876716,0.02269264964521399,0.02269264964521399,0.020419228467199,0.015682675149659018,0.021473141511112546,0.019549776267452454
Clipart,Art_RealWorld,False,True,Art,0.018899384623731048,0.013695443293043345,0.007485254224060549,0.011051859359520735,0.018899384623731048,0.018899384623731048,0.017127943581608008,0.011539538149501425,0.017644061944929495,0.015872003823233102
Clipart,Art_RealWorld,True,False,Clipart,0.003057342708901324,0.0031484663543916076,0.003246627791104057,0.003560280612440265,0.003057342708901324,0.003057342708901324,0.0029983946794904506,0.003473056908609417,0.003009105580613716,0.006928644273165767
Clipart,Art_RealWorld,False,False,Product,0.023102506987650543,0.015441677343652907,0.011618414489248649,0.012137330846280055,0.023102506987650543,0.023102506987650543,0.020328504844841465,0.012712508477849648,0.021119244100411078,0.019870193406442797
Clipart,Art_RealWorld,False,True,RealWorld,0.02269264964521399,0.01675855908420196,0.01499183342725682,0.015289013941653213,0.02269264964521399,0.02269264964521399,0.0203225600674602,0.015542413216465458,0.021007774204498387,0.01892245106890984
Clipart,Art_Product,False,True,Art,0.018899384623731048,0.013695443293043345,0.007485254224060549,0.010985773801958696,0.018899384623731048,0.018899384623731048,0.01711882992744596,0.011430880175890308,0.010618956385280784,0.018518331429219444
