Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,HB,Isotonic,Beta abm,Beta am,Beta ab,CPCS,TransCal,HB TopLabel,TS,Cluster NN,Cluster LR,Cluster Ensem,CaliGen 0,CaliGen TS 0,CaliGen Ensem 0,CaliGen 0.1,CaliGen TS 0.1,CaliGen Ensem 0.1,CaliGen 0.2,CaliGen TS 0.2,CaliGen Ensem 0.2,CaliGen 0.3,CaliGen TS 0.3,CaliGen Ensem 0.3,CaliGen 0.4,CaliGen TS 0.4,CaliGen Ensem 0.4,CaliGen 0.5,CaliGen TS 0.5,CaliGen Ensem 0.5,CaliGen 0.6,CaliGen TS 0.6,CaliGen Ensem 0.6,CaliGen 0.7,CaliGen TS 0.7,CaliGen Ensem 0.7,CaliGen 0.8,CaliGen TS 0.8,CaliGen Ensem 0.8,CaliGen 0.9,CaliGen TS 0.9,CaliGen Ensem 0.9,CaliGen 1.0,CaliGen TS 1.0,CaliGen Ensem 1.0
Clipart,Product_RealWorld,False,False,Art,0.11995679395928172,0.059945965660493164,0.04540983564490463,0.3601616027184184,0.3147412983400366,0.04760688937623779,0.049436546422161484,0.0722805603756689,0.05122958447706816,0.06281012691624435,0.12494309488832278,0.05342200833622552,0.05416051649681077,0.05435193248679246,0.05382515031007497,0.06919841373370673,0.10789524987989739,0.05207407527298202,0.06500953619301827,0.10765195734701678,0.0518488186075737,0.050849467783893945,0.09129270499018452,0.047017595643184425,0.05226509259190012,0.09306602572398438,0.04850370744154454,0.04915675718203378,0.08685046824525693,0.0472197483160289,0.04548343351811514,0.07671464660400237,0.046678245450079904,0.044553615926458595,0.06789759106836774,0.045986179794718356,0.04384017779929717,0.06396652212514045,0.04615044667254293,0.045272701730769915,0.06202883780013405,0.047640952333505474,0.0441591817006704,0.05523828746118187,0.047466072511505246,0.04572559677944037,0.052228411846336344,0.04863264323605491
Clipart,Product_RealWorld,True,False,Clipart,0.004332043341315831,0.006897638436543507,0.004507804575596124,0.2655572295485282,0.5914976154583561,0.008383348948330404,0.007830920445385083,0.006832016704232972,0.009080342193571471,0.006392065167599844,0.017452067405160598,0.008430387595342296,0.00918227906867198,0.00881380710705916,0.0087645488733407,0.025529185296490346,0.030165694990290738,0.009184394596578565,0.020667881975878072,0.021115371873078055,0.009196668863718676,0.0224102095956144,0.019033089708111656,0.009997503868868014,0.02064501141456663,0.016017202810317568,0.009994516527999282,0.01778777071589213,0.013693453152164144,0.009564864596802617,0.01685825193200674,0.011270758846657224,0.009492658682660719,0.016347906749858594,0.010572163443289446,0.009661510503479019,0.01650575652606661,0.012103401603208549,0.009735257913637463,0.016599649577641228,0.01317738668052397,0.009898451047665707,0.017419843854744686,0.01553265422315968,0.010144059378944678,0.018307086542164328,0.0176755695784847,0.010271243137127071
Clipart,Product_RealWorld,False,True,Product,0.10699814379786482,0.056243100980218466,0.05037095957256446,0.5379923847035916,0.24986440334853566,0.06081522139731476,0.060185129698092726,0.07280230833601413,0.04912102267362894,0.058594292067298374,0.0995176922246292,0.05091376177222135,0.05189221555858289,0.05226735679951682,0.051667334244740466,0.05902225736132598,0.08349657604897301,0.048711058039473544,0.05917433343556416,0.08725973591634313,0.04905903295131569,0.05358086601462368,0.07922178888704005,0.047561802004289375,0.051287273797876405,0.07898357441062473,0.04797285516691334,0.05093836043335048,0.07914713009816708,0.047535403591792924,0.04962455446224683,0.07262225587900158,0.04763280514471882,0.048783598613871146,0.06822238941182857,0.04742093949773371,0.04636303613455628,0.0629998157525362,0.04652379794721374,0.047796309203518544,0.06330577205056788,0.04754702427453863,0.05027403595837152,0.06203587665190869,0.04889985278790572,0.051797895581700344,0.05935515281317469,0.049538434295929135
Clipart,Product_RealWorld,False,True,RealWorld,0.15766987840743285,0.08564813145619905,0.077764531377853,0.34328876814252146,0.28265077069425154,0.0710795809038962,0.0720453279484187,0.08737340948094503,0.07549869704693243,0.08902652066034429,0.15273100766045522,0.07803214917160865,0.0761418154548604,0.07591620687183503,0.07667386743987752,0.0458001944190549,0.06833165823247712,0.04769951347807505,0.040779086003056554,0.06237497510385243,0.05075054550165706,0.03876779684854202,0.06476292751958662,0.05225648686189891,0.04381116810561555,0.07127356579673798,0.056080444937757414,0.045506504019375706,0.07428229374967447,0.058096072405087205,0.04303569772531624,0.0683776647114803,0.057980641413639435,0.04577765994378089,0.0668233735513833,0.05955911186289358,0.04998334755133031,0.07016648877032,0.062237681910663985,0.051646216498745234,0.0679002151726673,0.06316632414970867,0.056965673554809956,0.06981197747903048,0.06632050926897388,0.0666650360109807,0.07541986518718644,0.07118572366133381
Clipart,Art_RealWorld,False,True,Art,0.11995679395928172,0.059945965660493164,0.04540983564490463,0.4365728639338009,0.23792269867368654,0.044258015652389716,0.04548860050592017,0.06434022667652124,0.04882682520316768,0.05232175173332711,0.1103988424680844,0.049717787151534285,0.05041815506091738,0.048257844241458805,0.04935767127419684,0.06886361446296718,0.10681127764494854,0.05536789584359718,0.0652094730608773,0.11304325294874362,0.053294559171568036,0.05381414605195407,0.09572936362493957,0.04913780561116443,0.04662921739828737,0.08457365321443522,0.045296460712181415,0.05048169179231157,0.0860389749772722,0.04761198452663357,0.046452248731819294,0.07780674176249608,0.04526151169241971,0.04518056876746345,0.07171381344266509,0.04510565841047459,0.04311557708694472,0.06474056664865498,0.044406017418787976,0.04336403520849962,0.06138434252567918,0.04478298247729485,0.04343152688956704,0.05617578214951644,0.04509162598080086,0.0409046701367543,0.04809454757200059,0.04400245708356614
Clipart,Art_RealWorld,True,False,Clipart,0.004332043341315831,0.006897638436543507,0.004507804575596124,0.36504431257862285,0.5825806440122825,0.010495967115724713,0.008581817712190716,0.006586166047992264,0.009872181263650876,0.008747747168380832,0.01883910135740382,0.009569179623609508,0.008869076397704501,0.0073266102770106105,0.008459411717676774,0.043143661652197234,0.054987560274261806,0.014490371140192183,0.03474124045595116,0.03932771298782466,0.01357994632567138,0.03201398852177445,0.03429056693824732,0.013653318227251047,0.02867103744914894,0.0262498882323409,0.013337444231441488,0.027903841179240777,0.02385017457124861,0.0136343895691325,0.02807060154339381,0.022987283765839944,0.01373309648373122,0.02756408565927275,0.02085821098045645,0.013700909067985134,0.027200236152771083,0.021706544816309466,0.013763961613519336,0.0284197330752433,0.025017095481481896,0.014090230460304207,0.028184807082706508,0.026702914186929376,0.014298051173946561,0.030344572748118723,0.03006987509925356,0.014612286258048331
Clipart,Art_RealWorld,False,False,Product,0.10699814379786482,0.056243100980218466,0.05037095957256446,0.5512507714184987,0.5039316929922344,0.053832558135553404,0.05674260539828022,0.07169387992379585,0.04714558699610277,0.05001483373786837,0.10413192223551553,0.047879928162727715,0.05232398374185198,0.05285090735890883,0.05108585577841779,0.07629254610325945,0.1143162303605723,0.053232018868535326,0.06536564112990174,0.10655560340954486,0.049927749579963335,0.058086218901732156,0.09900125377013172,0.04681050522974872,0.057187843107608986,0.09863329438192049,0.048540736221205444,0.05215543527432686,0.0856351343554619,0.04584260281465878,0.05145018924047365,0.08070760758406173,0.0462555806065838,0.04806973549819548,0.0743334176469767,0.044769178495435526,0.04615390466181097,0.06727721213013939,0.04460448895573458,0.04548323551405925,0.06250873231558177,0.04444551673365744,0.04547244973799713,0.05784230524893103,0.04483817644795379,0.04454599704499975,0.05183485729752498,0.04471484807027487
Clipart,Art_RealWorld,False,True,RealWorld,0.15766987840743285,0.08564813145619905,0.077764531377853,0.3989524250898804,0.32627219336345614,0.07489053841164361,0.0758193632749702,0.08947103755295736,0.07273296344343502,0.07675929756856237,0.13044494988821384,0.07375761186948578,0.07397297065326118,0.07421208033298764,0.07393979998236784,0.051272848826739416,0.0715984667927387,0.05426646667196677,0.04847358805913298,0.07328130351655948,0.05467934054609342,0.04893132490711808,0.0792966767730921,0.05638859757185124,0.04291847570057443,0.07124935688323428,0.054605416921996844,0.043844243827201736,0.07199899100520438,0.05564702762738715,0.04712037912979267,0.08078333361881986,0.05810180954385492,0.04773579843582776,0.07609411577086335,0.05839091611636831,0.04723489495088461,0.07166291237646066,0.05874079014891936,0.05095227517533579,0.0722093799903855,0.06070963371756233,0.0531174393567172,0.06805118537274778,0.06216567969866171,0.0563467108189317,0.06570667329694946,0.06354988261717057
Clipart,Art_Product,False,True,Art,0.11995679395928172,0.059945965660493164,0.04540983564490463,0.32086955843997195,0.2557931738079084,0.048452085510041216,0.047335631558670856,0.07308934409528325,0.04910923125989093,0.06227849398826036,0.10987008530148909,0.05004815551262994,0.050590537416397914,0.04931112192647248,0.049850486397194825,0.06030095445418591,0.09269296113542849,0.04645690757683263,0.0519771706159827,0.09053743428233214,0.043499406894273514,0.04679755956081101,0.08820697924106234,0.04348760814361976,0.04161890980620962,0.07973904797565246,0.04278042354764264,0.039446650124105365,0.07673719985592022,0.04212591950174525,0.038198688509381795,0.06677799108485319,0.041875296162616066,0.037714401793978725,0.06380762521481366,0.04243743674088588,0.03504967005795426,0.05373760711146258,0.04125865016825943,0.035242275174874285,0.05212760781276792,0.04179995743510109,0.03592822513904236,0.0472099750284117,0.0421394405362428,0.03675313503226516,0.04347656412020165,0.042544264000328416
Clipart,Art_Product,True,False,Clipart,0.004332043341315831,0.006897638436543507,0.004507804575596124,0.4489835147182911,0.6531661663698287,0.12405068002553499,0.010355723633215254,0.025005376488701783,0.009774983399521906,0.0064791842569590615,0.020528148581186078,0.009459589106118927,0.011038059519363113,0.009444955568291247,0.009857118935020807,0.03265009211756915,0.041327868281328076,0.010941194906306032,0.03187138240905991,0.04141481509401156,0.01110437452836502,0.02802657170882402,0.03422791830395093,0.011233808768624386,0.025135870288683814,0.0297200412977097,0.010865179655960365,0.023409989890666356,0.025653723781955372,0.010618138454515423,0.026433023844189083,0.02647465923203959,0.011675472236888126,0.024075255609341394,0.02374452550845926,0.011587025423423079,0.023333257864989295,0.022894314872120226,0.011527527421005409,0.023157686755136832,0.023608404939744112,0.011281481051382441,0.022379111286371427,0.02310497623195342,0.011679994730756977,0.022530824098482668,0.023173216415089785,0.01161653304228035
