,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,52.39707308768416,9.239521164629673,21.68647567355265,2.1136350908193915,0.6834219296773275
1,0.1,52.52839884500537,12.994343002708339,30.737341948256034,2.151294478891064,0.6936583518981934
2,0.2,54.73147942805812,14.50714057426677,32.553998954854954,2.223315979002065,0.7173539797465006
3,0.3,54.8598370552565,17.379060474131474,41.432092587153114,2.2917868459432467,0.7324755986531576
4,0.4,57.06302964321956,16.89858468792229,38.99537283313319,2.3650329320756662,0.7526720960934957
5,0.5,58.57481591992993,17.76750922956214,37.82799348787025,2.469255424656173,0.7751558224360148
6,0.6,61.94386761915643,15.41217420404631,37.7055944659208,2.5665103262155013,0.7929653922716776
7,0.7,65.48686294407146,13.16665665163019,34.36170789675835,2.6905390971201926,0.8128317793210348
8,0.8,69.02845820760781,10.373522755526137,36.1440713515128,2.799157127193657,0.8303512930870056
9,0.9,72.31037008662459,6.950885343065447,34.332220563812854,2.9346726621808887,0.8453068335851034
10,1.0,74.81507989310252,4.694405618176369,30.604945656195582,3.1105498170029393,0.8624042272567749
