,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,67.04602749378869,6.629524936289321,23.818704972013098,2.7480885429190436,0.8090966542561849
1,0.1,68.82376882376883,7.852118183163852,30.88109589492281,2.750115009200845,0.8190120855967203
2,0.2,66.97404309344607,11.866389031323079,39.48729968343685,2.7926054277950016,0.8211543361345927
3,0.3,68.89423456587636,12.404863864217438,50.58845354196353,2.8780357952079076,0.8376027941703796
4,0.4,70.53271493570001,12.548662710245958,47.31720023685032,2.9320162501909404,0.8481046954790751
5,0.5,71.45833712997893,12.909808964595689,51.44634308914343,3.0390560656737775,0.8627996842066447
6,0.6,74.23231826216902,11.149500305783585,56.47120993998315,3.1349603853287706,0.8783323764801025
7,0.7,77.43653527235615,8.799435475680143,48.04578125476837,3.2634626022936115,0.8965566555658976
8,0.8,80.78517668069907,6.705872676874876,54.70587813191944,3.3886346474730566,0.9113098780314127
9,0.9,83.62871236005564,4.006720260991366,48.74479100108147,3.533236025355688,0.9249462286631266
10,1.0,85.4088835432119,3.968522293234867,49.42524201340145,3.699946692854393,0.9374771118164062
