,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,50.703234880450076,9.806702618713787,32.45747901645361,2.119686597647439,0.6567691564559937
1,0.1,52.95358649789029,13.103350037355211,30.24185224980251,2.2087297483888335,0.6882270574569702
2,0.2,50.91420534458509,19.570972114990028,44.86324094913223,2.2512091698554646,0.7016488114992777
3,0.3,54.500703234880454,19.776546638249386,44.24725024398406,2.3602885724230025,0.7326728900273641
4,0.4,55.41490857946554,21.804738025876535,50.69252978052412,2.4469171397796665,0.7573643922805786
5,0.5,57.94655414908579,21.479058412261278,52.81340414575183,2.5765368790272754,0.7864485780398051
6,0.6,61.18143459915612,20.181392915363514,48.13036395666691,2.6584415034549482,0.8082513809204102
7,0.7,65.75246132208157,17.282739910526324,47.22072026946328,2.821258871615688,0.8364201188087463
8,0.8,68.56540084388185,15.488979407440766,53.975439704954624,2.938511178976792,0.8547954758008321
9,0.9,71.94092827004219,12.893199946982826,54.6334559756397,3.088268481897067,0.8749932448069254
10,1.0,75.45710267229254,9.61128035913917,50.66423316796621,3.2813356121800283,0.8927444616953532
