Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,TS,Cluster NN,Cluster LR,Cluster Ensem,CPCS,TransCal,HB TopLabel
4filter_1,,True,False,original,0.0812832036174615,0.06165545976485193,0.06170100295116127,0.05612086708646969,0.08584756381930313,0.5210048145274285,0.30752122133666926,0.055367089509821096,0.052071319748462325,0.13176151774768563
4filter_1,,True,False,gaussian_noise_1,0.09699197072508768,0.067493495340584,0.06106431922213314,0.060699639551331674,0.07630488423371694,0.4277151082570015,0.34327230684704707,0.059790519886598864,0.05583188596921533,0.18238009662824625
4filter_1,,False,False,gaussian_noise_2,0.11514429036798113,0.07919377452996779,0.061428167749255115,0.0704770912966841,0.05726332210522005,0.4948090687603691,0.3253727517837231,0.06928637265976245,0.06402248665338071,0.2757559809338701
4filter_1,,False,False,gaussian_noise_3,0.12260042486924418,0.08215612690811205,0.05043921857957492,0.07243304515540541,0.05845695282361293,0.3769487189337505,0.26659458628391247,0.07109927192496947,0.06516981229551154,0.25337327623420897
4filter_1,,False,False,gaussian_noise_4,0.11588047189724607,0.07380919386656579,0.03261950590696433,0.06368496144808371,0.04975008157290495,0.3955435030725686,0.29209734670245735,0.06231221000726141,0.056283230581098964,0.3566004078547459
4filter_1,,False,False,gaussian_noise_5,0.1321652233254824,0.07972720390238627,0.021149828091110743,0.06688093869523948,0.04779446317586724,0.37598173088407943,0.29163350409328964,0.06513743822295219,0.057504450536240474,0.30278641760311387
4filter_1,,True,False,brightness_1,0.08597831867936884,0.06399206576877875,0.06393376232425178,0.05780860732053498,0.08876291906183512,0.42305282102162517,0.3104627354183256,0.056981294625455974,0.053380084785608954,0.08033192382939107
4filter_1,,False,False,brightness_2,0.09035817411386575,0.06556350994826947,0.0655401120896649,0.05785510511086297,0.08906970963134185,0.43465939859337194,0.2878670571065591,0.05681068068162878,0.05222903194263187,0.12433202412120244
4filter_1,,False,False,brightness_3,0.09674383750247421,0.06359809653727007,0.06369423693690937,0.05533346899645942,0.0718191284459856,0.351082236557788,0.21113896524652773,0.05422510517984466,0.049409475202384014,0.15854498720659965
4filter_1,,False,False,brightness_4,0.08818049916975201,0.056792100657812004,0.05607330933432729,0.04967549785197756,0.05971831443921339,0.44194470382332757,0.27354346947532016,0.04873050620152145,0.04464303674209398,0.18416954644502775
4filter_1,,False,False,brightness_5,0.08541441710581767,0.05576995934652287,0.052475110553237496,0.04889428884703696,0.0475532900226515,0.3574956079707621,0.24095147794586064,0.0479718551841856,0.04394773862170904,0.19905131782188662
4filter_1,,True,False,pixelate_1,0.09858970284670436,0.07320343744685012,0.07167474261347,0.06730745795385826,0.18111195690184775,0.42531487420165637,0.34206780412493404,0.06650872122454031,0.06299096339869625,0.16283916768204215
4filter_1,,False,False,pixelate_2,0.10352322836694852,0.07316454959839166,0.07107213138312246,0.0658954757017549,0.19060359418168143,0.42652910586663123,0.35427571124955226,0.06490394849009365,0.06022542571503125,0.19016337558659435
4filter_1,,False,False,pixelate_3,0.08632827884594566,0.0587961949039294,0.05591543227791974,0.052237667132509595,0.09161850386612834,0.3345629209176762,0.23802514951796785,0.051222641080751474,0.04672556328315568,0.22040127196789422
4filter_1,,False,False,pixelate_4,0.08568213015536652,0.053876658151216415,0.04665906174651884,0.046167309703958284,0.0438575234374868,0.4347706072251453,0.3001069830882709,0.04511323476150875,0.04045478427956715,0.2884819229421092
4filter_1,,False,False,pixelate_5,0.08053755461436787,0.05159045476843806,0.04320995327619433,0.04447611857752898,0.039748977463047515,0.5009813187855416,0.3371795752530433,0.04349857814663619,0.03916223764320598,0.21583391289552692
4filter_1,,True,False,gaussian_blur_1,0.09196105862655182,0.060828722205910235,0.060362740370967664,0.05297899041979139,0.13953449533875947,0.3828987182420499,0.36221715208243993,0.051894860476332294,0.04706405822314792,0.1829180095331552
4filter_1,,False,False,gaussian_blur_2,0.07401556791477264,0.047357880627950495,0.04011391646346389,0.04086254584204416,0.03552562498910194,0.4908792530498901,0.31120490925609223,0.039970520917106005,0.03601225376481985,0.21318539938116451
4filter_1,,False,False,gaussian_blur_3,0.07047721965752933,0.04367194741554716,0.030662732318894204,0.03726296025668163,0.025041182671615248,0.279035147408233,0.21116794439242867,0.03639063145059588,0.032548332510000236,0.23932929391101945
4filter_1,,False,False,gaussian_blur_4,0.06503039011060611,0.041309491171432955,0.025751823983100372,0.035473868574199284,0.024196864206641577,0.25093349314331037,0.1485168242500468,0.03467162758528437,0.031113085489205338,0.20136231329125154
4filter_1,,False,False,gaussian_blur_5,0.06216491490170301,0.03993745900121793,0.020282073303200143,0.03429760405167802,0.023920747121291427,0.18171009262097054,0.11587040835511886,0.03351646894110932,0.030037159272100652,0.21989368067871526
4filter_1,,False,True,fog_1,0.08012387915978285,0.05159701193184344,0.038693733763340045,0.04460687335257238,0.04431664447487333,0.2352745231906875,0.15188897759538553,0.043650089398570395,0.039419367125203816,0.22120306111986915
4filter_1,,False,False,fog_2,0.07401805159577861,0.049252391876794206,0.03243839818724572,0.043035223217119896,0.032117768493045366,0.12330271161695436,0.09677886243378862,0.04217187405031999,0.03830908996235711,0.1885208588089854
4filter_1,,False,False,fog_3,0.08192396902925404,0.05394980464421373,0.03044476302688255,0.04696855368243722,0.03427959433155085,0.09272252631590301,0.07143574431712144,0.046001216455903,0.0416787111524208,0.18790409865330926
4filter_1,,False,False,fog_4,0.06740205395719934,0.04402711690151617,0.02505871247137194,0.0383475853258663,0.02710398201488214,0.07323172584000232,0.04537525380619099,0.037565149963943764,0.034078456110821,0.13722214541356792
4filter_1,,False,False,fog_5,0.08375209008593806,0.053015444851223725,0.023835838031893892,0.04529399674995028,0.0309777588574103,0.07480675873493473,0.0467017345952303,0.044231397369207635,0.03952285746936076,0.17197528790905564
4filter_1,,False,True,contrast_1,0.07688070272870023,0.0506948673780421,0.0379775566193924,0.04429977764313191,0.055088306657679796,0.19950319651085843,0.16218958014592513,0.04342454175166007,0.03955051437996131,0.17359743250692425
4filter_1,,False,False,contrast_2,0.07241649708105473,0.049098714260258094,0.030183868652112752,0.04322949943484577,0.04303928994081582,0.11310640521251179,0.07245622804772674,0.04241312235703407,0.038751169703194865,0.21701532131600232
4filter_1,,False,False,contrast_3,0.07895071417218207,0.050426740746402444,0.02080286835006186,0.043207883438645824,0.029335910355776505,0.07502071894964642,0.04514271515530885,0.042209129877774566,0.037764777936142815,0.1785520334200604
4filter_1,,False,False,contrast_4,0.06542502018528171,0.041266247426501,0.012315077510831584,0.035022344702012057,0.023651767933482233,0.06012790419587333,0.03780272372290201,0.03415915736911188,0.030329608641570503,0.20884152300191408
4filter_1,,False,False,contrast_5,0.058849534658252656,0.036810188641034323,0.010064637162023722,0.031203502216486025,0.021350001746120242,0.0503424642052461,0.03314629732538853,0.030431477238466585,0.027014194290210333,0.2138799208876793
4filter_1,,False,True,elastic_transform_1,0.09379008049028431,0.06811719609098055,0.06716526072237596,0.06166410493513749,0.09233020593273036,0.4952544018218456,0.34214654219528073,0.06066203598984137,0.056223668565483456,0.18151059745101844
4filter_1,,False,False,elastic_transform_2,0.09071174790333518,0.06602610011067149,0.061649418400830984,0.05898764472607778,0.1137863296697582,0.4349396990509617,0.2519783430001735,0.05803809081323814,0.053894150127677676,0.12833965411905066
4filter_1,,False,False,elastic_transform_3,0.1015261190698025,0.06432662659660085,0.05376612788302115,0.05463792516621131,0.1112333217266125,0.417461856585334,0.28136230128513845,0.05331872455734911,0.047526291660531565,0.22685690392969604
4filter_1,,False,False,elastic_transform_4,0.10304308931534394,0.07347599563359143,0.06203081620268744,0.06629624216749631,0.0870831769283431,0.33194262455509954,0.17871496630724618,0.06532333051352786,0.06105555042871381,0.2516702474472832
4filter_1,,False,False,elastic_transform_5,0.1280515502158597,0.09126835240192288,0.062054021460774426,0.07931773141308271,0.1456427476049847,0.3933659469103982,0.287440510286126,0.07743654004537244,0.06825078041449567,0.3450185662020198
4filter_1,,False,True,saturate_1,0.0827047995213479,0.05744621609121602,0.0568194302078488,0.0516459434883082,0.09069518699930565,0.5170925022481885,0.32325569699376827,0.05087633537965452,0.047561601010941666,0.1930098402155052
4filter_1,,False,False,saturate_2,0.08188993091540801,0.05589614762698067,0.053814247842412524,0.05007509440219963,0.08130849893899977,0.499483618216478,0.29979996867528474,0.04931100407960755,0.04604684381466768,0.19413332452350626
4filter_1,,False,False,saturate_3,0.07440844749136895,0.0555734688447214,0.05374049762533897,0.051140707076070636,0.10011876223804077,0.368301178191917,0.24243859232532025,0.050542455940969,0.04722038608156302,0.12465415321746555
4filter_1,,False,False,saturate_4,0.08911336095505512,0.06094530217476867,0.04944944899377343,0.054123959211118816,0.054351509505972104,0.3794389732766627,0.301535452604148,0.05319284342399729,0.0490816033123448,0.18416016187764186
4filter_1,,False,False,saturate_5,0.09879286751172414,0.06423098412297146,0.0399167792823264,0.05580234389573348,0.03812864143207436,0.4766004209759211,0.3305651704909943,0.054649315606508576,0.04955144727882156,0.4599957658600452
4filter_1,,False,False,shot_noise_1,0.09411444300062483,0.06813904053578221,0.06338624354738567,0.06230682158564406,0.060640074435193446,0.49740390344989055,0.3424170352252579,0.0615227528749269,0.058074388177678314,0.17087176118279235
4filter_1,,False,False,shot_noise_2,0.10185542625390921,0.07289093930992553,0.05778671233333139,0.06570174204708229,0.05807353525890959,0.4047429433007708,0.23981215965880864,0.06469782062106409,0.06016265896976155,0.25978818948904747
4filter_1,,False,False,shot_noise_3,0.13041128990267778,0.08532235585837611,0.049985886274637875,0.07431740155730701,0.05701720268668135,0.6075296767462616,0.3784263800246441,0.07281179270411468,0.06615253158790585,0.43007476065561084
4filter_1,,False,False,shot_noise_4,0.12769254335481459,0.08039714161643412,0.031027175959136424,0.06884395481804044,0.05041575718783664,0.42503023251646466,0.25428063061081885,0.06726818163146107,0.06032608115534411,0.34698878600280225
4filter_1,,False,False,shot_noise_5,0.14582477716115555,0.09054857400778023,0.02521526120400461,0.07680234697850966,0.05610660139728002,0.37295738874969114,0.22333571313522108,0.0749228820218614,0.06664470545764264,0.3696302944440768
4filter_1,,False,False,impulse_noise_1,0.07534918677143747,0.05478599734032681,0.05282074342281055,0.04966245337828455,0.07857498742665617,0.4411809920246253,0.2560277482277544,0.04897836849058049,0.045994188811578705,0.14815719949431205
4filter_1,,False,False,impulse_noise_2,0.11784247065205955,0.08071362573882902,0.06910022459660502,0.07180104495013308,0.07243469053974066,0.4411673806937268,0.3151819551906085,0.07059191953719987,0.06528373266476925,0.18571116167840054
4filter_1,,False,False,impulse_noise_3,0.1072295461680986,0.07185818286361834,0.05160201539998065,0.06344768437939372,0.05034854402967035,0.44859656778922263,0.3058527507142462,0.06230053806263319,0.05722387725844275,0.26723738454108037
4filter_1,,False,False,impulse_noise_4,0.13025639852772597,0.08410861428001883,0.04924903298036094,0.07285430380534691,0.05770820765863099,0.633610531481387,0.36617555106116156,0.07131864529965982,0.06454353215965117,0.3481341787097324
4filter_1,,False,False,impulse_noise_5,0.1262802738071275,0.08060943514919698,0.0409711599967748,0.06955157648130171,0.0539014839307101,0.40189364327068533,0.2581382730668282,0.06804177449468149,0.06137418498441646,0.470404863097227
4filter_1,,False,False,defocus_blur_1,0.0749453577268677,0.04787475788561002,0.04281141591563,0.0414179070082175,0.03815646065852515,0.3898589605046051,0.21941535070309204,0.040535453143418575,0.03662756774356261,0.19633989066754498
4filter_1,,False,False,defocus_blur_2,0.07631827349409398,0.04791948389865215,0.03817614098984865,0.04106164874006812,0.02795553822475757,0.3735064286737458,0.256935615407902,0.04012446320615919,0.03598324047220104,0.2361705224249808
4filter_1,,False,False,defocus_blur_3,0.071798401152953,0.04427432328533753,0.028893255135139545,0.03769392574627737,0.025347973460144814,0.26298516300942937,0.18747704989295114,0.03679849887323662,0.032856077114084566,0.19896278761724653
4filter_1,,False,False,defocus_blur_4,0.06251661216388225,0.03949515094040814,0.022816353982467213,0.033857051361897664,0.023369771927341982,0.22521330168981304,0.14470634176126762,0.03308257418670108,0.029649047792745988,0.201376019418796
4filter_1,,False,False,defocus_blur_5,0.05976928820786014,0.03752862810251083,0.018395247073839122,0.031977729117932764,0.02221786159022551,0.17747090029086565,0.13195470928329653,0.03121385271664982,0.02782843314754609,0.22814129248902545
4filter_1,,False,False,glass_blur_1,0.08130615774419492,0.05420590855058483,0.048320417781655016,0.047804276202885056,0.10938761333230658,0.3226135803710973,0.2778803282866786,0.04694865046118262,0.043232616685839824,0.2370523285593924
4filter_1,,False,False,glass_blur_2,0.07839139202463075,0.052444679106323236,0.04352578816741161,0.045674939353631275,0.04956560324518574,0.3997279526382424,0.23179842750229857,0.044667495060992504,0.04022048596075675,0.1775314109564662
4filter_1,,False,False,glass_blur_3,0.08682477384476285,0.055466965590309406,0.03780790805153838,0.04778833735848866,0.05220705657460555,0.3255144814469993,0.23701956591354778,0.046734888554690976,0.042068410163143,0.22809795107887554
4filter_1,,False,False,glass_blur_4,0.06686175157677025,0.043722265337932456,0.02989764418185405,0.03802783776393516,0.04089146002745111,0.30199107875745695,0.1936138034728016,0.03724258334660013,0.033746090370073256,0.34342019388699346
4filter_1,,False,False,glass_blur_5,0.06668497998983978,0.04292828765845365,0.02776564824535427,0.037095671745759,0.024775015525810695,0.22473195654462993,0.14946699048340817,0.03629122035213718,0.032711131125419506,0.2061322419052968
4filter_1,,False,False,zoom_blur_1,0.09026925998104382,0.068815112849924,0.06819362752837455,0.06387243092774156,0.17429045551041839,0.3955786699268001,0.36815720995967877,0.06294455095287627,0.05886284193799024,0.15692511115714086
4filter_1,,False,False,zoom_blur_2,0.09432597764203997,0.07180903761436812,0.07060374950985208,0.06666252911670459,0.16539166507364864,0.3894071077573952,0.3361684111600299,0.06563627198423232,0.06026907725115566,0.17694975230099416
4filter_1,,False,False,zoom_blur_3,0.09639029122508888,0.07537022277127015,0.07385040621760815,0.06906945698667566,0.13165156646854984,0.4302350545863742,0.28845038095585046,0.06779877382521068,0.06215368947836515,0.22380766662921148
4filter_1,,False,False,zoom_blur_4,0.10195188887553289,0.07810590940070325,0.07480016529003528,0.07090941305117157,0.12653659355916944,0.40489187977210706,0.30848609773730323,0.06980365044092465,0.0648422216317219,0.2892676074742421
4filter_1,,False,False,zoom_blur_5,0.10970425514851119,0.07956148017840478,0.0719441554148119,0.07113911744625838,0.09154433099788885,0.31971713009327435,0.2440364602296464,0.06994574467824001,0.06460006185144643,0.26264341613830816
4filter_1,,False,False,jpeg_compression_1,0.09176883329692734,0.0673800461636568,0.063490397582432,0.06073780682013204,0.10923742942867813,0.5185836704210736,0.33272403189509864,0.059741427399965706,0.055483787173332764,0.17122280699098663
4filter_1,,False,False,jpeg_compression_2,0.10184224219833378,0.0778080519658327,0.07373394312991122,0.0716185451177959,0.09652816879126805,0.35324455248798803,0.20573807727678362,0.0704369964439477,0.06507895814538085,0.1652213937642065
4filter_1,,False,False,jpeg_compression_3,0.09160056535340089,0.0692208074635784,0.06409462088475876,0.06289521407564871,0.10556528502892269,0.3921859549831086,0.2664767089389798,0.061977865964889724,0.057997776586440605,0.12647756609485364
4filter_1,,False,False,jpeg_compression_4,0.10012522141968411,0.08039611083336223,0.07321234501668517,0.07403705322757148,0.120470215511633,0.4241469643875564,0.3195709662078911,0.07313308867447384,0.06889625925365056,0.15670161163742677
4filter_1,,False,False,jpeg_compression_5,0.09587679542728036,0.06277912763783329,0.04984820841698823,0.053933717494891946,0.1402773634222018,0.3716167482730347,0.3064734864265184,0.05273542761841378,0.04749853887006691,0.19155956299806617
4filter_1,,False,False,speckle_noise_1,0.06704554758140524,0.05183177757429864,0.05020544855515857,0.048808832494340454,0.08663347827639559,0.5486607770983343,0.26968124465469373,0.04841514593720441,0.0461105587422103,0.15301840590219484
4filter_1,,False,False,speckle_noise_2,0.08144301639611076,0.060902749692180416,0.05608285716113228,0.05592747609834995,0.05687341214274317,0.36606486333728117,0.2613643900056417,0.0552024836900783,0.05199477218193852,0.1985219619282456
4filter_1,,False,False,speckle_noise_3,0.10368938478369091,0.07179791759395487,0.05152646621178028,0.06386070449991821,0.05548928229595084,0.4630270173465583,0.2901960588211598,0.06275848688109327,0.05781367970240144,0.26639894418659493
4filter_1,,False,False,speckle_noise_4,0.0979606357278669,0.06705947003593829,0.040893398393397985,0.05945338866621857,0.047614701353523074,0.5112278372989816,0.28511557150492184,0.05840148261099756,0.05369565038796623,0.39940399197010923
4filter_1,,False,False,speckle_noise_5,0.12501053594218042,0.08039188532169872,0.035532835846928686,0.06924915384774138,0.05290966450822196,0.3762897832215176,0.28189466962138204,0.06771526399182856,0.0609102694262039,0.33495222331547214
