,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,64.52053216210011,6.805846316482328,15.722859218750601,2.8783685582446665,0.7890535791714987
1,0.1,65.13112216886431,11.589067995624292,23.719209402974727,2.969921817670775,0.8081464767456055
2,0.2,65.80616253560571,15.368397104376337,31.78498911981752,3.1084020925921316,0.8316932519276937
3,0.30000000000000004,67.16307217653933,17.55464504447129,35.37213988217665,3.2796389925799865,0.8553056319554647
4,0.4,68.78115939300339,18.29971509532467,37.856306055615185,3.4578418112824516,0.8749483823776245
5,0.5,71.57637116000562,17.66780669175152,38.528473797488196,3.658328603171075,0.8950114051500956
6,0.6000000000000001,76.31535745477983,14.076266914221593,36.05850210951635,3.8880620601052533,0.9115641713142395
7,0.7000000000000001,82.5129620651533,8.762942396675397,34.72869465797892,4.157450686323907,0.9279971520105997
8,0.8,87.04841398503633,4.871518697282523,32.51019576640373,4.435741076947221,0.9401349027951559
9,0.9,90.01322651184994,4.212343146819892,26.68957000555263,4.74881923836199,0.9512754082679749
10,1.0,91.33282571166573,3.5301375853170343,25.95631054423946,5.07297631716077,0.9596347610155741
