Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS
Art,Product_RealWorld,True,False,Art,16.6411526160707,10.380899826780059
Art,Product_RealWorld,False,False,Clipart,8.720412980968213,13.92406470855135
Art,Product_RealWorld,False,True,Product,4.783025642160393,16.878113040391355
Art,Product_RealWorld,False,True,RealWorld,10.175148734126791,22.828996478721084
Art,Clipart_RealWorld,True,False,Art,18.65123675253555,18.858825684005406
Art,Clipart_RealWorld,False,True,Clipart,6.634545912664544,11.313253040494752
Art,Clipart_RealWorld,False,False,Product,6.077999914643042,6.69933444654363
Art,Clipart_RealWorld,False,True,RealWorld,15.33071301789678,21.80040494981096
Art,Clipart_Product,True,False,Art,6.5431306438914625,9.700192631476531
Art,Clipart_Product,False,True,Clipart,4.121913271824185,6.701203020273902
Art,Clipart_Product,False,True,Product,6.338289848826859,16.58230324050005
Art,Clipart_Product,False,False,RealWorld,7.127853959830116,11.346863941418762
Clipart,Product_RealWorld,False,False,Art,8.391829342499193,18.936111995551293
Clipart,Product_RealWorld,True,False,Clipart,19.57025181137173,15.988016053471796
Clipart,Product_RealWorld,False,True,Product,9.410938540239934,4.641722952998628
Clipart,Product_RealWorld,False,True,RealWorld,5.809682599141695,5.160346092997915
Clipart,Art_RealWorld,False,True,Art,6.7519994376727555,5.078369091796092
Clipart,Art_RealWorld,True,False,Clipart,17.657864743734805,17.499185937835204
Clipart,Art_RealWorld,False,False,Product,6.460301454970371,3.113124212352265
Clipart,Art_RealWorld,False,True,RealWorld,6.013586021301416,4.775450772009399
Clipart,Art_Product,False,True,Art,14.492069084617883,27.865387212728532
Clipart,Art_Product,True,False,Clipart,14.322999730140902,16.44145345673901
Clipart,Art_Product,False,True,Product,10.987825111539333,4.788298133943053
Clipart,Art_Product,False,False,RealWorld,3.5655163415241153,6.321596392037186
Product,Clipart_RealWorld,False,False,Art,8.658877595581068,6.712997693701775
Product,Clipart_RealWorld,False,True,Clipart,5.969787377459745,16.882059986542664
Product,Clipart_RealWorld,True,False,Product,23.18151965067439,24.544518225758438
Product,Clipart_RealWorld,False,True,RealWorld,6.76614801229712,29.508083024400392
Product,Art_RealWorld,False,True,Art,5.955688964290846,8.956637626609153
Product,Art_RealWorld,False,False,Clipart,6.041491312215921,11.913856189119064
Product,Art_RealWorld,True,False,Product,9.521488539195683,4.104664228680753
Product,Art_RealWorld,False,True,RealWorld,6.560047030226773,7.342642837877335
Product,Art_Clipart,False,True,Art,6.061948422698927,5.422108369737425
Product,Art_Clipart,False,True,Clipart,5.783663844384295,9.383331221717993
Product,Art_Clipart,True,False,Product,23.133071648050766,23.289101144015937
Product,Art_Clipart,False,False,RealWorld,12.77923715148284,16.49616515121314
RealWorld,Clipart_Product,False,False,Art,5.858220993799641,7.16675761704997
RealWorld,Clipart_Product,False,True,Clipart,6.213530794014135,6.092934212405504
RealWorld,Clipart_Product,False,True,Product,11.535946001028663,3.744526851749269
RealWorld,Clipart_Product,True,False,RealWorld,16.878881297730707,13.257869732525124
RealWorld,Art_Product,False,True,Art,3.98435396801783,5.77452092017728
RealWorld,Art_Product,False,False,Clipart,5.745486480404374,6.884165595918751
RealWorld,Art_Product,False,True,Product,6.701125131081035,4.406751180122424
RealWorld,Art_Product,True,False,RealWorld,16.019212488879262,18.91972771732062
RealWorld,Art_Clipart,False,True,Art,7.603278895373707,22.207534730994958
RealWorld,Art_Clipart,False,True,Clipart,6.814154591911078,17.50667961307023
RealWorld,Art_Clipart,False,False,Product,11.167516305809103,7.6142772721967855
RealWorld,Art_Clipart,True,False,RealWorld,18.98165581126988,14.24085247177776
