Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS
Art,Product_RealWorld,True,False,Art,0.6021842401285227,8.705893980879116
Art,Product_RealWorld,False,False,Clipart,42.50611900189811,16.2167883565799
Art,Product_RealWorld,False,True,Product,20.75796409998734,6.0760052545885905
Art,Product_RealWorld,False,True,RealWorld,25.530339175358197,6.780317245730513
Art,Clipart_RealWorld,True,False,Art,0.18083981613661432,0.44149381546286903
Art,Clipart_RealWorld,False,True,Clipart,18.443997396921326,7.881647619578191
Art,Clipart_RealWorld,False,False,Product,21.14835843760749,8.350942249682639
Art,Clipart_RealWorld,False,True,RealWorld,17.35563885508423,8.057803387899149
Art,Clipart_Product,True,False,Art,1.6418012975965077,12.627496553359906
Art,Clipart_Product,False,True,Clipart,26.000729855815628,5.629115929369437
Art,Clipart_Product,False,True,Product,21.714489625853183,6.278760044864708
Art,Clipart_Product,False,False,RealWorld,24.658819020252988,6.168425913256588
Clipart,Product_RealWorld,False,False,Art,36.772507663465625,9.988387737523983
Clipart,Product_RealWorld,True,False,Clipart,0.4362342448922119,2.181359464281583
Clipart,Product_RealWorld,False,True,Product,19.840193565921616,5.436193022236746
Clipart,Product_RealWorld,False,True,RealWorld,24.519631459889926,5.639653344792038
Clipart,Art_RealWorld,False,True,Art,25.761603646163053,5.913921801725677
Clipart,Art_RealWorld,True,False,Clipart,0.4684178130926351,1.770759728560111
Clipart,Art_RealWorld,False,False,Product,22.805747679045542,5.698576990584769
Clipart,Art_RealWorld,False,True,RealWorld,20.04955759121005,5.635643055433974
Clipart,Art_Product,False,True,Art,29.775653375436526,7.599683893889143
Clipart,Art_Product,True,False,Clipart,0.47977666892029835,1.800926866537969
Clipart,Art_Product,False,True,Product,17.479708756113606,6.834610839201533
Clipart,Art_Product,False,False,RealWorld,23.8033552186495,5.386629282611399
Product,Clipart_RealWorld,False,False,Art,18.751133689302275,10.159348166539228
Product,Clipart_RealWorld,False,True,Clipart,13.819998223132831,8.38733056937968
Product,Clipart_RealWorld,True,False,Product,0.10877956220015172,0.27205423079239227
Product,Clipart_RealWorld,False,True,RealWorld,9.872989784699445,7.1237435197035
Product,Art_RealWorld,False,True,Art,34.828666909399075,9.392233488437277
Product,Art_RealWorld,False,False,Clipart,42.40748771246856,16.710425606596804
Product,Art_RealWorld,True,False,Product,1.7129478306279862,13.62478560889896
Product,Art_RealWorld,False,True,RealWorld,26.163159078295045,5.721854904039025
Product,Art_Clipart,False,True,Art,23.339539968811792,7.390788949115522
Product,Art_Clipart,False,True,Clipart,18.791159301804765,8.138093463626507
Product,Art_Clipart,True,False,Product,0.09453466341467105,0.39083044504496983
Product,Art_Clipart,False,False,RealWorld,16.2907224667125,7.1596952462345325
RealWorld,Clipart_Product,False,False,Art,30.48263885477989,9.367080634287177
RealWorld,Clipart_Product,False,True,Clipart,24.09051512510144,6.629583520990086
RealWorld,Clipart_Product,False,True,Product,14.699380877814793,6.351039317884258
RealWorld,Clipart_Product,True,False,RealWorld,0.8804253034728342,5.757928518966691
RealWorld,Art_Product,False,True,Art,28.066091034630062,8.948199846882867
RealWorld,Art_Product,False,False,Clipart,35.300625385434685,14.337227494766589
RealWorld,Art_Product,False,True,Product,13.884510324853323,5.647612771750838
RealWorld,Art_Product,True,False,RealWorld,0.2437256765209242,0.8302717380390436
RealWorld,Art_Clipart,False,True,Art,18.561969154666226,7.224037283822239
RealWorld,Art_Clipart,False,True,Clipart,18.370080444531208,8.029794206349695
RealWorld,Art_Clipart,False,False,Product,15.147615161678996,6.106790442117642
RealWorld,Art_Clipart,True,False,RealWorld,0.24011191675109228,0.5712755222669161
