Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS
Art,Product_RealWorld,True,False,Art,0.29000000000000126,0.29000000000000126
Art,Product_RealWorld,False,False,Clipart,75.46000000000001,75.46000000000001
Art,Product_RealWorld,False,True,Product,46.18000000000001,46.18000000000001
Art,Product_RealWorld,False,True,RealWorld,52.989999999999995,52.989999999999995
Art,Clipart_RealWorld,True,False,Art,0.3500000000000014,0.3500000000000014
Art,Clipart_RealWorld,False,True,Clipart,48.67,48.67
Art,Clipart_RealWorld,False,False,Product,52.8,52.8
Art,Clipart_RealWorld,False,True,RealWorld,42.519999999999996,42.519999999999996
Art,Clipart_Product,True,False,Art,0.9099999999999995,0.9099999999999995
Art,Clipart_Product,False,True,Clipart,61.40000000000001,61.40000000000001
Art,Clipart_Product,False,True,Product,56.04,56.04
Art,Clipart_Product,False,False,RealWorld,60.43999999999998,60.43999999999998
Clipart,Product_RealWorld,False,False,Art,71.39000000000001,71.39000000000001
Clipart,Product_RealWorld,True,False,Clipart,1.1199999999999997,1.1199999999999997
Clipart,Product_RealWorld,False,True,Product,40.660000000000004,40.660000000000004
Clipart,Product_RealWorld,False,True,RealWorld,49.25000000000001,49.25000000000001
Clipart,Art_RealWorld,False,True,Art,62.06,62.06
Clipart,Art_RealWorld,True,False,Clipart,1.05,1.05
Clipart,Art_RealWorld,False,False,Product,52.830000000000005,52.830000000000005
Clipart,Art_RealWorld,False,True,RealWorld,46.45,46.45
Clipart,Art_Product,False,True,Art,64.58,64.58
Clipart,Art_Product,True,False,Clipart,1.0900000000000005,1.0900000000000005
Clipart,Art_Product,False,True,Product,39.21,39.21
Clipart,Art_Product,False,False,RealWorld,51.35,51.35
Product,Clipart_RealWorld,False,False,Art,69.6,69.6
Product,Clipart_RealWorld,False,True,Clipart,46.24999999999999,46.24999999999999
Product,Clipart_RealWorld,True,False,Product,0.1200000000000017,0.1200000000000017
Product,Clipart_RealWorld,False,True,RealWorld,41.63,41.63
Product,Art_RealWorld,False,True,Art,78.22,78.22
Product,Art_RealWorld,False,False,Clipart,78.94999999999999,78.94999999999999
Product,Art_RealWorld,True,False,Product,0.30000000000000143,0.30000000000000143
Product,Art_RealWorld,False,True,RealWorld,60.30000000000001,60.30000000000001
Product,Art_Clipart,False,True,Art,64.49,64.49
Product,Art_Clipart,False,True,Clipart,46.59,46.59
Product,Art_Clipart,True,False,Product,0.11000000000000157,0.11000000000000157
Product,Art_Clipart,False,False,RealWorld,45.84999999999999,45.84999999999999
RealWorld,Clipart_Product,False,False,Art,65.36,65.36
RealWorld,Clipart_Product,False,True,Clipart,50.120000000000005,50.120000000000005
RealWorld,Clipart_Product,False,True,Product,35.309999999999995,35.309999999999995
RealWorld,Clipart_Product,True,False,RealWorld,0.5800000000000018,0.5800000000000018
RealWorld,Art_Product,False,True,Art,56.2,56.2
RealWorld,Art_Product,False,False,Clipart,62.61,62.61
RealWorld,Art_Product,False,True,Product,28.559999999999995,28.559999999999995
RealWorld,Art_Product,True,False,RealWorld,0.4200000000000017,0.4200000000000017
RealWorld,Art_Clipart,False,True,Art,51.08,51.08
RealWorld,Art_Clipart,False,True,Clipart,43.230000000000004,43.230000000000004
RealWorld,Art_Clipart,False,False,Product,37.720000000000006,37.720000000000006
RealWorld,Art_Clipart,True,False,RealWorld,0.39000000000000057,0.39000000000000057
