Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS
Art,Product_RealWorld,True,False,Art,46.540367860342045,67.83280574596525
Art,Product_RealWorld,False,False,Clipart,68.94246879804741,54.372839860171084
Art,Product_RealWorld,False,True,Product,43.0813468236412,22.85961080136804
Art,Product_RealWorld,False,True,RealWorld,48.746915359561555,30.042969546834918
Art,Clipart_RealWorld,True,False,Art,42.104122366876865,40.93945031418872
Art,Clipart_RealWorld,False,True,Clipart,41.310585993175586,26.232812007802202
Art,Clipart_RealWorld,False,False,Product,48.111518553246086,25.158017058990804
Art,Clipart_RealWorld,False,True,RealWorld,44.506173973729325,31.469251209372164
Art,Clipart_Product,True,False,Art,70.98155580637174,81.51697072761925
Art,Clipart_Product,False,True,Clipart,50.779174642926165,21.49085753157447
Art,Clipart_Product,False,True,Product,42.491013778517285,22.668742535866073
Art,Clipart_Product,False,False,RealWorld,48.18858964325429,25.82114323952785
Clipart,Product_RealWorld,False,False,Art,65.69411492257987,47.67930691253505
Clipart,Product_RealWorld,True,False,Clipart,40.386246588204074,45.34015616606055
Clipart,Product_RealWorld,False,True,Product,47.24304421918116,17.515574169080423
Clipart,Product_RealWorld,False,True,RealWorld,46.4717554655505,16.71959672442643
Clipart,Art_RealWorld,False,True,Art,53.43206031071732,19.5151375248409
Clipart,Art_RealWorld,True,False,Clipart,48.96069262438848,52.573171385138906
Clipart,Art_RealWorld,False,False,Product,45.05740213686816,16.350504884831288
Clipart,Art_RealWorld,False,True,RealWorld,41.7056255264764,15.134991466585234
Clipart,Art_Product,False,True,Art,59.491648762901846,52.79152330346644
Clipart,Art_Product,True,False,Clipart,56.3083164073308,52.6212218472935
Clipart,Art_Product,False,True,Product,39.24973946543311,20.72183575431871
Clipart,Art_Product,False,False,RealWorld,46.37628150452406,16.55067196186742
Product,Clipart_RealWorld,False,False,Art,49.335284782794965,40.80645489826027
Product,Clipart_RealWorld,False,True,Clipart,33.11655915791262,26.98352466619732
Product,Clipart_RealWorld,True,False,Product,29.44823890956858,28.293279997389124
Product,Clipart_RealWorld,False,True,RealWorld,30.718481591719325,36.16578709254966
Product,Art_RealWorld,False,True,Art,64.29186179311348,39.63768616985246
Product,Art_RealWorld,False,False,Clipart,64.4702044154674,54.96502101892082
Product,Art_RealWorld,True,False,Product,50.47742293561541,79.17078970451996
Product,Art_RealWorld,False,True,RealWorld,51.89581070105889,19.809896273141742
Product,Art_Clipart,False,True,Art,51.22680221344028,27.712492242317882
Product,Art_Clipart,False,True,Clipart,43.155493087600675,25.96514433493352
Product,Art_Clipart,True,False,Product,33.247236337795414,33.20620864813268
Product,Art_Clipart,False,False,RealWorld,43.90503797574722,25.95198832286518
RealWorld,Clipart_Product,False,False,Art,56.58277100154621,30.625399424806197
RealWorld,Clipart_Product,False,True,Clipart,48.147273356577216,20.04139198538261
RealWorld,Clipart_Product,False,True,Product,37.92779333633389,19.78520472885281
RealWorld,Clipart_Product,True,False,RealWorld,65.39623209659428,66.7218648232732
RealWorld,Art_Product,False,True,Art,51.3219357750109,26.570634575430706
RealWorld,Art_Product,False,False,Clipart,57.61264318336598,37.681478010481946
RealWorld,Art_Product,False,True,Product,39.6370428778156,20.10606597961211
RealWorld,Art_Product,True,False,RealWorld,42.589057140631475,44.082900490749914
RealWorld,Art_Clipart,False,True,Art,44.74967504109216,28.704499952761
RealWorld,Art_Clipart,False,True,Clipart,41.74861352146836,27.79801480211075
RealWorld,Art_Clipart,False,False,Product,37.231551190064316,17.708452988623243
RealWorld,Art_Clipart,True,False,RealWorld,49.25448697467523,49.83321436610069
