Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS
Art,Product_RealWorld,True,False,Art,0.2046948949045858,0.2046948949045858
Art,Product_RealWorld,False,False,Clipart,1.6125755796240986,1.6125755796240986
Art,Product_RealWorld,False,True,Product,2.2035426022657236,2.2035426022657236
Art,Product_RealWorld,False,True,RealWorld,1.8777380008936277,1.8777380008936277
Art,Clipart_RealWorld,True,False,Art,0.19874606914351625,0.19874606914351625
Art,Clipart_RealWorld,False,True,Clipart,2.0516091245654002,2.0516091245654002
Art,Clipart_RealWorld,False,False,Product,2.2081666603768833,2.2081666603768833
Art,Clipart_RealWorld,False,True,RealWorld,1.3862178760930746,1.3862178760930746
Art,Clipart_Product,True,False,Art,0.3713488925525437,0.3713488925525437
Art,Clipart_Product,False,True,Clipart,1.7606816861659023,1.7606816861659023
Art,Clipart_Product,False,True,Product,1.7362027531368567,1.7362027531368567
Art,Clipart_Product,False,False,RealWorld,1.3951344021276226,1.3951344021276226
Clipart,Product_RealWorld,False,False,Art,0.8977193325310512,0.8977193325310512
Clipart,Product_RealWorld,True,False,Clipart,0.3655133376499429,0.3655133376499429
Clipart,Product_RealWorld,False,True,Product,1.8429324458590448,1.8429324458590448
Clipart,Product_RealWorld,False,True,RealWorld,1.8142491559871283,1.8142491559871283
Clipart,Art_RealWorld,False,True,Art,1.6900887550658408,1.6900887550658408
Clipart,Art_RealWorld,True,False,Clipart,0.2819574435974363,0.2819574435974363
Clipart,Art_RealWorld,False,False,Product,2.135673195973578,2.135673195973578
Clipart,Art_RealWorld,False,True,RealWorld,1.4857657958103625,1.4857657958103625
Clipart,Art_Product,False,True,Art,1.3234802605252547,1.3234802605252547
Clipart,Art_Product,True,False,Clipart,0.26438608132804753,0.26438608132804753
Clipart,Art_Product,False,True,Product,2.038111871316195,2.038111871316195
Clipart,Art_Product,False,False,RealWorld,1.778623062933798,1.778623062933798
Product,Clipart_RealWorld,False,False,Art,1.5270887335056882,1.5270887335056882
Product,Clipart_RealWorld,False,True,Clipart,1.8361644806498123,1.8361644806498123
Product,Clipart_RealWorld,True,False,Product,0.13266499161421788,0.13266499161421788
Product,Clipart_RealWorld,False,True,RealWorld,1.7553062410872908,1.7553062410872908
Product,Art_RealWorld,False,True,Art,1.730780170905594,1.730780170905594
Product,Art_RealWorld,False,False,Clipart,1.5835087622113115,1.5835087622113115
Product,Art_RealWorld,True,False,Product,0.24083189157584464,0.24083189157584464
Product,Art_RealWorld,False,True,RealWorld,1.333416664062664,1.333416664062664
Product,Art_Clipart,False,True,Art,1.5381482373295499,1.5381482373295499
Product,Art_Clipart,False,True,Clipart,2.4062211037225976,2.4062211037225976
Product,Art_Clipart,True,False,Product,0.13379088160259842,0.13379088160259842
Product,Art_Clipart,False,False,RealWorld,1.3796738745080301,1.3796738745080301
RealWorld,Clipart_Product,False,False,Art,1.5944905142395793,1.5944905142395793
RealWorld,Clipart_Product,False,True,Clipart,1.5561490931141542,1.5561490931141542
RealWorld,Clipart_Product,False,True,Product,2.0654055291879136,2.0654055291879136
RealWorld,Clipart_Product,True,False,RealWorld,0.37894590642992737,0.37894590642992737
RealWorld,Art_Product,False,True,Art,1.209958676980335,1.209958676980335
RealWorld,Art_Product,False,False,Clipart,1.758948549560221,1.758948549560221
RealWorld,Art_Product,False,True,Product,2.1077001684300356,2.1077001684300356
RealWorld,Art_Product,True,False,RealWorld,0.2821347195933165,0.2821347195933165
RealWorld,Art_Clipart,False,True,Art,1.2671227249165726,1.2671227249165726
RealWorld,Art_Clipart,False,True,Clipart,2.192053831455785,2.192053831455785
RealWorld,Art_Clipart,False,False,Product,1.9963967541548464,1.9963967541548464
RealWorld,Art_Clipart,True,False,RealWorld,0.25670995305986666,0.25670995305986666
