Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS
Art,Product_RealWorld,True,False,Art,0.003641746107825356,0.007981001232800518
Art,Product_RealWorld,False,False,Clipart,0.2144424520037462,0.10421243920645962
Art,Product_RealWorld,False,True,Product,0.1359190635703148,0.080093204495795
Art,Product_RealWorld,False,True,RealWorld,0.11630962864932308,0.05907307207884458
Art,Clipart_RealWorld,True,False,Art,0.0022858601949122806,0.0028227799792432434
Art,Clipart_RealWorld,False,True,Clipart,0.10928552946859459,0.07900276682587194
Art,Clipart_RealWorld,False,False,Product,0.1114478728629227,0.08283978826711617
Art,Clipart_RealWorld,False,True,RealWorld,0.0881107831646956,0.055544955151518006
Art,Clipart_Product,True,False,Art,0.008042146814549282,0.012909283318293788
Art,Clipart_Product,False,True,Clipart,0.10320990954975166,0.06075202289429722
Art,Clipart_Product,False,True,Product,0.10547505047853949,0.06829636419214381
Art,Clipart_Product,False,False,RealWorld,0.12831816342941724,0.07399093000146806
Clipart,Product_RealWorld,False,False,Art,0.10912461980376362,0.057421103287585505
Clipart,Product_RealWorld,True,False,Clipart,0.004018097454520314,0.005849319916910518
Clipart,Product_RealWorld,False,True,Product,0.12014184963951678,0.06727289293418119
Clipart,Product_RealWorld,False,True,RealWorld,0.12220042711240929,0.06967332672059552
Clipart,Art_RealWorld,False,True,Art,0.10570243708081432,0.061674905814806835
Clipart,Art_RealWorld,True,False,Clipart,0.004023656832720087,0.005839119863229391
Clipart,Art_RealWorld,False,False,Product,0.12963590207004314,0.07885459718308445
Clipart,Art_RealWorld,False,True,RealWorld,0.10558633763264305,0.0690713840762441
Clipart,Art_Product,False,True,Art,0.10169900186212925,0.05895581282238208
Clipart,Art_Product,True,False,Clipart,0.003966008920566131,0.005518501260320742
Clipart,Art_Product,False,True,Product,0.11323416752000062,0.06610121972555862
Clipart,Art_Product,False,False,RealWorld,0.13096169051452422,0.07378072138552845
Product,Clipart_RealWorld,False,False,Art,0.08536302525738743,0.06989169892766213
Product,Clipart_RealWorld,False,True,Clipart,0.10364053798878518,0.08643581179710218
Product,Clipart_RealWorld,True,False,Product,0.00151408572523864,0.0015494993884943267
Product,Clipart_RealWorld,False,True,RealWorld,0.05439685536436483,0.048980794899482934
Product,Art_RealWorld,False,True,Art,0.08854879940955908,0.043529380172129935
Product,Art_RealWorld,False,False,Clipart,0.18389372601482684,0.09489225788925518
Product,Art_RealWorld,True,False,Product,0.006360224395371971,0.009143058956028316
Product,Art_RealWorld,False,True,RealWorld,0.1545916312950103,0.07611177867769064
Product,Art_Clipart,False,True,Art,0.08594643572523282,0.05311540597760849
Product,Art_Clipart,False,True,Clipart,0.10694571721630979,0.07572660206028343
Product,Art_Clipart,True,False,Product,0.0014784566467228955,0.0017426222310642195
Product,Art_Clipart,False,False,RealWorld,0.08346970659085204,0.05839106415662472
RealWorld,Clipart_Product,False,False,Art,0.09503496655371212,0.06487338186193001
RealWorld,Clipart_Product,False,True,Clipart,0.11874047585853953,0.0731043913220438
RealWorld,Clipart_Product,False,True,Product,0.10191824055883116,0.06740424503946306
RealWorld,Clipart_Product,True,False,RealWorld,0.006447054634101745,0.007852626733972105
RealWorld,Art_Product,False,True,Art,0.0863125037980887,0.046819722784739615
RealWorld,Art_Product,False,False,Clipart,0.153450084649559,0.08265109078624275
RealWorld,Art_Product,False,True,Product,0.12027992318136224,0.07850334358657912
RealWorld,Art_Product,True,False,RealWorld,0.002509562147969471,0.003389869881327872
RealWorld,Art_Clipart,False,True,Art,0.08245188289852952,0.05707703311491332
RealWorld,Art_Clipart,False,True,Clipart,0.12495753733194064,0.08685364770873365
RealWorld,Art_Clipart,False,False,Product,0.101560607082392,0.07483151500717834
RealWorld,Art_Clipart,True,False,RealWorld,0.0026194216990588176,0.0029040961687283296
