Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS
Art,Product_RealWorld,True,False,Art,0.009687859692966254,0.10633568924686039
Art,Product_RealWorld,False,False,Clipart,5.012099975119115,3.42729314859825
Art,Product_RealWorld,False,True,Product,2.366811043315354,1.8932854478911476
Art,Product_RealWorld,False,True,RealWorld,2.7137079820527057,2.126555881908938
Art,Clipart_RealWorld,True,False,Art,0.0046776101960825135,0.008298843124001636
Art,Clipart_RealWorld,False,True,Clipart,2.292155339010912,2.0260856597692896
Art,Clipart_RealWorld,False,False,Product,2.5535818636278194,2.2127782427168885
Art,Clipart_RealWorld,False,True,RealWorld,1.9326679326368559,1.72270245641511
Art,Clipart_Product,True,False,Art,0.04118252884184749,0.1847116922958269
Art,Clipart_Product,False,True,Clipart,3.106354086898871,2.514730011074798
Art,Clipart_Product,False,True,Product,2.6628011743406397,2.2641662647959313
Art,Clipart_Product,False,False,RealWorld,3.000557151340177,2.4811691543696277
Clipart,Product_RealWorld,False,False,Art,4.380399862747123,3.125758096502824
Clipart,Product_RealWorld,True,False,Clipart,0.016374602006619658,0.041788949403757734
Clipart,Product_RealWorld,False,True,Product,1.9673051477356824,1.5822770631889418
Clipart,Product_RealWorld,False,True,RealWorld,2.5317615304061154,1.9532580029902864
Clipart,Art_RealWorld,False,True,Art,3.2674043654832294,2.653014301536553
Clipart,Art_RealWorld,True,False,Clipart,0.01640139999206929,0.03541602999807305
Clipart,Art_RealWorld,False,False,Product,2.562442718742969,2.1302280807856375
Clipart,Art_RealWorld,False,True,RealWorld,2.207997705895129,1.8592724620080259
Clipart,Art_Product,False,True,Art,3.516443201764228,2.7542764681198033
Clipart,Art_Product,True,False,Clipart,0.01621233047553775,0.03559039145768317
Clipart,Art_Product,False,True,Product,1.934352150532499,1.6207582710519428
Clipart,Art_Product,False,False,RealWorld,2.5330603026408847,2.0492371086791676
Product,Clipart_RealWorld,False,False,Art,3.068917049658478,2.92746415967922
Product,Clipart_RealWorld,False,True,Clipart,2.020408092500452,1.9323923413090036
Product,Clipart_RealWorld,True,False,Product,0.002050595408303721,0.0039020372377767732
Product,Clipart_RealWorld,False,True,RealWorld,1.6879303887630237,1.6675581063800329
Product,Art_RealWorld,False,True,Art,4.75998317927377,3.5113076041521687
Product,Art_RealWorld,False,False,Clipart,5.755866939131733,3.8480055185513313
Product,Art_RealWorld,True,False,Product,0.026215386428923466,0.17982177342746414
Product,Art_RealWorld,False,True,RealWorld,3.1951531724816746,2.502940049241815
Product,Art_Clipart,False,True,Art,3.025286686277363,2.6977739222437593
Product,Art_Clipart,False,True,Clipart,2.255189245642622,1.9782253685688846
Product,Art_Clipart,True,False,Product,0.0018056656139546008,0.005080610978492761
Product,Art_Clipart,False,False,RealWorld,1.9923929296427914,1.8408046932637554
RealWorld,Clipart_Product,False,False,Art,3.539902730676039,2.7692856697594364
RealWorld,Clipart_Product,False,True,Clipart,2.5439280412665934,2.019495515245987
RealWorld,Clipart_Product,False,True,Product,1.624443208705778,1.4027560440674807
RealWorld,Clipart_Product,True,False,RealWorld,0.016289691390278176,0.07486520141012179
RealWorld,Art_Product,False,True,Art,2.9500049059790325,2.3000123639556804
RealWorld,Art_Product,False,False,Clipart,3.9229718892677203,2.8152762725097906
RealWorld,Art_Product,False,True,Product,1.39127943486979,1.140246703060926
RealWorld,Art_Product,True,False,RealWorld,0.005768320189385067,0.013800796260068766
RealWorld,Art_Clipart,False,True,Art,2.3937307402445063,2.1543255360824567
RealWorld,Art_Clipart,False,True,Clipart,2.0520380553724373,1.7855326727194931
RealWorld,Art_Clipart,False,False,Product,1.7298652114086561,1.5561022008006673
RealWorld,Art_Clipart,True,False,RealWorld,0.005985523809909566,0.009489159470537703
