,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,53.178122690317814,0.06792810005848265,0.18342654608093104,2.1239929122446224,0.6763660907745361
1,0.1,53.215077605321504,0.08957559453063295,0.19896990256684935,2.1330605421965103,0.6857510606447855
2,0.2,53.65853658536585,0.11438375358598502,0.28481132007853827,2.1594037036063534,0.6960423191388448
3,0.3,54.767184035476724,0.12344072338851708,0.2578955394930073,2.207703937730155,0.7084249258041382
4,0.4,55.395417590539545,0.13708834688909524,0.2527270990404427,2.277972901410078,0.7256067196528116
5,0.5,57.46489283074649,0.12776748886564573,0.27650310308359766,2.3293709559008415,0.7376499573389689
6,0.6,57.90835181079083,0.13886867378923026,0.2876812202990128,2.3895616949704572,0.7493083675702413
7,0.7,59.60827790096082,0.12535337027209123,0.2509063356306963,2.4592785770914283,0.7615604003270467
8,0.8,61.308203991130824,0.11834549675065768,0.2352917181092319,2.523700516955404,0.7737855911254883
9,0.9,63.78418329637842,0.09424680352337654,0.20560010428158115,2.6145110117040864,0.7873274683952332
10,1.0,65.41019955654102,0.08360920565206963,0.18414020093660502,2.696849115540452,0.7983429431915283
