,Rho,Error,ECE,MCE,Loss,Brier
0,0.0,68.21598919226916,5.265552455564411,22.377118072927203,2.893582735540754,0.8229556679725647
1,0.1,68.21399797201876,5.936150515815203,27.891860869195728,2.874478151377026,0.8246199289957682
2,0.2,66.78476134459446,6.7050459587538915,43.187168134110316,2.7939941849638017,0.8137838244438171
3,0.3,62.786850594149485,5.823997128222764,17.229880333419832,2.7415784619658736,0.7914959192276001
4,0.4,65.28613834998299,5.783031895000875,23.11925485527893,2.7607673877233894,0.8052813013394674
5,0.5,65.4987394044107,8.734085069897052,25.518063041898937,2.7974482105778633,0.8146413365999857
6,0.6,66.9987409361186,8.231744792033233,27.75447390894598,2.8734282146739427,0.8286871115366617
7,0.7,68.99945777540874,8.606314149653965,36.31912824180392,2.922464682006728,0.84478360414505
8,0.8,71.57211433893019,8.055050523440997,38.12426815430323,3.0210456504600245,0.8658753832181295
9,0.9,74.14277968220125,7.271745678052116,34.25151805082957,3.134359591198415,0.8858955303827921
10,1.0,79.42763139756092,5.3071613050427215,56.76714583994851,3.4376674978119937,0.9180654684702555
