Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,HB,Isotonic,Beta abm,Beta am,Beta ab,TS,Cluster NN,Cluster LR,Cluster Ensem,SCaliGen,SCaliGen TS,SCaliGen TSA,SCaliGen Ensem
Art,Product_RealWorld,True,False,Art,0.43083991541939265,0.7415204355231154,0.3428349320612576,0.8227520670123613,0.983098641435166,0.8282599287278224,0.7370719137568436,0.960402568364528,0.7740451986256307,0.5694925850174698,0.6281489610729561,0.6418534157647671,1.0235128238996642,1.1470051869688878,0.773713892485617,0.6742075748440062
Art,Product_RealWorld,False,False,Clipart,1.6192161500314084,1.450569938229419,1.208536955503123,1.4684688821447334,0.9810239340512447,1.0008767624666275,0.9218437525550051,1.5480755591079434,1.4845371854485647,1.4450335500192923,1.4453073879472247,1.4905637879188776,1.618404343077817,1.6157016238094004,1.874874594023389,1.1514561156126686
Art,Product_RealWorld,False,True,Product,1.8647666315095042,1.7992669226855063,1.1401177399962341,1.2473361913040875,1.1093965881758325,1.0389861094060027,1.1052636651303704,1.6368082696852277,1.742318741736872,1.8361309278526685,1.9015116907898912,1.6678306278423307,1.2107710820778719,1.1223428168063836,1.8359900623308811,0.9467852380476804
Art,Product_RealWorld,False,True,RealWorld,1.5679612337569333,1.1519613699943045,1.0065128203698734,1.1105517977759047,1.0054919922940135,0.9784595657780942,0.9249496813083382,1.6947255944105961,1.3481063276089382,1.5057543283538846,1.4319675095665085,1.3032731530081016,0.9945302253630202,0.8303568470145429,1.0619478578727772,1.466513852346982
Art,Clipart_RealWorld,True,False,Art,0.43083991541939265,0.7415204355231154,0.3428349320612576,0.9755012994175626,0.8770933391878015,1.0465556727599792,0.8103428938564498,1.0460318438482863,0.804578863460073,0.5554475083393944,0.5741573829822384,0.6428202869802478,1.2372917928706129,1.2509278753189808,0.7005744931443976,0.8401585919616836
Art,Clipart_RealWorld,False,True,Clipart,1.6192161500314084,1.450569938229419,1.208536955503123,1.487412148889713,1.35276768139418,1.5208966383771285,1.4105613626513693,1.7360308296022169,1.6267650399702427,1.5462945374726007,1.4331648720693246,1.622847020136927,1.2856244860822326,1.1747388502867653,1.519353411244835,1.286811395551338
Art,Clipart_RealWorld,False,False,Product,1.8647666315095042,1.7992669226855063,1.1401177399962341,1.6270509424305695,1.2076809948334886,0.8691048726745774,1.196281320700347,1.7130901012966506,1.5756455339548838,1.847216551860833,1.873970600540034,1.9016907335414595,1.1592645258980343,0.9657239421990458,1.6615852500778048,1.1260706540891174
Art,Clipart_RealWorld,False,True,RealWorld,1.5679612337569333,1.1519613699943045,1.0065128203698734,1.2008223197964691,1.4407589316692333,1.1735396041051274,1.068087230488734,1.5878660965029312,1.2264469550304196,1.542057090682894,1.539911521104476,1.396576973311525,1.2098751256026539,1.2410847571785593,1.463673428124785,1.1264966858292538
Art,Clipart_Product,True,False,Art,0.43083991541939265,0.7415204355231154,0.3428349320612576,0.96721677568408,0.6973383395184388,0.8297186768320642,0.7654429291466242,0.9912527552453413,0.8201995571824727,0.6350718071467693,0.6056076512262486,0.6870759430283294,1.0070072386048499,1.0057150206969445,0.8278046110842665,0.8100102358248553
Art,Clipart_Product,False,True,Clipart,1.6192161500314084,1.450569938229419,1.208536955503123,1.5634558927805229,1.3752937077479055,1.0732241272409637,1.051800108059308,1.5178179006929808,1.4958501746230028,1.4134108926936337,1.3993175892838656,1.4503906505055113,1.2953500647137839,1.3087925454845064,1.3931253103490997,1.1585413597084258
