Trainer,Calib,Train,Valid,Domain,Uncalibrated,TS Source,TS Oracle,HB,Isotonic,Beta abm,Beta am,Beta ab,TS,Cluster NN,Cluster LR,Cluster Ensem,SCaliGen,SCaliGen TS,SCaliGen TSA,SCaliGen Ensem
Art,Product_RealWorld,True,False,Art,0.13906241111691703,0.25135442127445573,0.1376798489844196,2.8156670637359413,7.908110393625118,0.24634262165197338,0.23732575890958835,0.2068414819721704,0.31074411183694267,0.17964732459519767,0.19349116892543128,0.20810770620993466,0.6924740304163889,0.67760044227459,0.5787915589646311,0.36455667796074626
Art,Product_RealWorld,False,False,Clipart,3.5466039253740234,2.8259415638818832,2.766644977654621,6.718026152049073,4.659077026302556,2.743069865714248,2.7408283535141496,2.905144668567229,2.7850325937940794,2.9722641000325316,2.890472548051815,2.862321866217779,2.5570240955627055,2.57525614438504,3.119672615215866,2.4593578469500086
Art,Product_RealWorld,False,True,Product,3.2419860811585117,2.5814042334066243,2.542014455203879,6.168376488063283,3.603981209086954,2.3821864890498667,2.3879333452194875,2.5031313443066123,2.549873061147374,2.722361705141158,2.631208153236609,2.6138241591198224,1.4195979649042942,1.4175784182793927,1.5590284007021697,1.7156223190215818
Art,Product_RealWorld,False,True,RealWorld,2.4182967136328086,1.992517447014717,1.9893605229929556,6.160630062453562,3.0783951046161278,1.8648898524226367,1.8666140912873754,1.9300265481835044,1.9919114309618926,2.061696960475934,2.0057329621741253,1.998769990044788,1.4322820740343305,1.4313823453189336,1.5947593191237426,1.5083031141021723
Art,Clipart_RealWorld,True,False,Art,0.13906241111691703,0.25135442127445573,0.1376798489844196,2.7348319929170657,7.5898529500222525,0.2658837312592349,0.2537869315852835,0.21630258237606484,0.3392917486896752,0.1764079792284377,0.18142986289023144,0.2037285765221423,0.6938068296310259,0.6864079684079857,0.564442038584977,0.38594758195604023
Art,Clipart_RealWorld,False,True,Clipart,3.5466039253740234,2.8259415638818832,2.766644977654621,6.1016825982333405,3.792609080598089,2.59708402644114,2.6073362645348173,2.7586860943102414,2.7755390507467306,2.9770116278769825,2.922871965456987,2.863918918639798,1.8429656985239475,1.8415278070385916,2.004414595291699,2.0721569327977365
Art,Clipart_RealWorld,False,False,Product,3.2419860811585117,2.5814042334066243,2.542014455203879,6.4896279170763025,3.893458701242743,2.472885022808969,2.464353107347095,2.585033306621488,2.5441728749062635,2.7344015211809216,2.6704568426608613,2.6196974577026784,2.0784552694632903,2.082091736361268,2.4663107630851373,2.09707372697963
Art,Clipart_RealWorld,False,True,RealWorld,2.4182967136328086,1.992517447014717,1.9893605229929556,6.079066743566646,3.084878572789493,1.91157563860695,1.9063264380107228,1.9800149685366208,1.9978716660079332,2.0772756407659605,2.032599885328574,2.0051242610310154,1.5222560886291672,1.5217114213986904,1.7088313295988424,1.5699610428387358
Art,Clipart_Product,True,False,Art,0.13906241111691703,0.25135442127445573,0.1376798489844196,3.476184497090768,9.275913638734792,0.2777066224263286,0.26637916898994335,0.22443491666036083,0.3661292594846871,0.1943569653679606,0.1974788554302173,0.22579607964260667,0.7491517158951377,0.750841951891454,0.6120147232918212,0.4167147099797045
Art,Clipart_Product,False,True,Clipart,3.5466039253740234,2.8259415638818832,2.766644977654621,6.056626232930315,3.8416875680621443,2.58008724385722,2.5872159883195875,2.7564666153970085,2.7701980491008955,2.9187710568818717,2.8694715642204014,2.8285459438832907,1.853705614786886,1.853907348942699,2.0366524753469277,2.0608389301485515
Art,Clipart_Product,False,True,Product,3.2419860811585117,2.5814042334066243,2.542014455203879,5.839333742685069,3.7534691123918136,2.399141054480618,2.395801905261135,2.5278096004249884,2.5421330338576,2.6610662449468063,2.6178316371461223,2.5819054049475576,1.4899232028742087,1.4902826051863376,1.622990812052932,1.7450295810018968
Art,Clipart_Product,False,False,RealWorld,2.4182967136328086,1.992517447014717,1.9893605229929556,6.1295261733548445,3.670694589688163,1.9307828005760015,1.928492671001343,2.0015738943874424,2.0056085943538147,2.0338932314793428,2.000748330782944,1.9872961331321188,1.6634385412732375,1.663340748948697,1.8966957316060946,1.6306551953390567
Clipart,Product_RealWorld,False,False,Art,3.228181228662425,3.0478424576389616,2.924606456960137,6.821781626482012,4.146706133459288,2.880721680105389,2.87656266263171,2.9943085464504287,2.9456497278874822,2.994145655501472,3.001332624625514,2.9395151217883955,2.79845648312103,2.800294653216377,3.2689914396544966,2.686671079876921
Clipart,Product_RealWorld,True,False,Clipart,0.3238093163684582,0.3706242618178968,0.29677366568502067,3.92881701351579,3.0521720089769957,0.3909601682243279,0.38519342087090086,0.3829786335376496,0.4634868452833006,0.9241808464415815,0.9467216312324738,0.7078605858095872,0.740419760747766,0.7388386672062334,0.662426099483503,0.5021702085285009
Clipart,Product_RealWorld,False,True,Product,2.754342077762334,2.588583533435199,2.4884522428838287,5.537509090322794,3.1813566360080943,2.3049806930779844,2.311679242870492,2.415332685370882,2.4996057220684222,2.6043226418511063,2.6090987979292883,2.521038018930688,1.5917290228454397,1.591370025333576,1.7153591424606767,1.841283425658451
Clipart,Product_RealWorld,False,True,RealWorld,2.497365344361403,2.3676504086487133,2.3110727896069063,5.879842289085656,2.918443560173969,2.160488321865486,2.160080083786922,2.2563075907778347,2.3120705196866997,2.472526588205324,2.4832643181523553,2.372652370024062,1.7021204148556106,1.7018416128971616,1.8386549784273551,1.8276460611589063
Clipart,Art_RealWorld,False,True,Art,3.228181228662425,3.0478424576389616,2.924606456960137,7.206451458372618,4.030616661271739,2.808822033213369,2.8120299055821336,2.9340636598621144,2.9465428005369207,3.010762005631758,3.006672624924025,2.9420422458081883,2.4844142705830743,2.482635832944885,2.8276754832354944,2.5241643074085625
Clipart,Art_RealWorld,True,False,Clipart,0.3238093163684582,0.3706242618178968,0.29677366568502067,4.535639210407778,3.015283064992609,0.39084477128746103,0.3852289922038968,0.37874359185894646,0.4616496515644729,0.9716548271743173,0.9473564922561512,0.7168950812535704,0.7296395719064865,0.7334970711702481,0.6557979678811069,0.49975889298069986
Clipart,Art_RealWorld,False,False,Product,2.754342077762334,2.588583533435199,2.4884522428838287,7.121384658765798,3.576486276038961,2.3888371817497984,2.3959398643162935,2.493335652619339,2.5002837009301806,2.6210608009889884,2.615165351349187,2.524899822152211,2.2201115497393533,2.217545738079678,2.6030274589122295,2.180873237009633
Clipart,Art_RealWorld,False,True,RealWorld,2.497365344361403,2.3676504086487133,2.3110727896069063,6.364844256915876,2.9658456138877733,2.1691529748968867,2.1687125033521406,2.272877495130483,2.3122779325622753,2.4957711255485084,2.4889703688581006,2.377522285868346,1.735232790416945,1.7359336125706324,1.8977575801560875,1.8502775934432762
Clipart,Art_Product,False,True,Art,3.228181228662425,3.0478424576389616,2.924606456960137,7.206498464922231,4.156808496546289,2.8168981564791724,2.8173354710227305,2.9374555462856122,2.9387567177509104,3.0099544398977063,3.025979715025036,2.9489218789327194,2.6001783798882045,2.601456064383499,2.999452840003769,2.590673731265884
